"member_casual","Date","month","rideable_type","total_rides","Year"
"member",13,"December","classic_bike",3677,2021
"member",13,"December","electric_bike",3838,2021
"member",14,"December","classic_bike",4204,2021
"member",14,"December","electric_bike",4323,2021
"member",15,"December","classic_bike",4112,2021
"member",15,"December","electric_bike",4777,2021
"member",16,"December","classic_bike",3007,2021
"member",16,"December","electric_bike",4068,2021
"member",17,"December","classic_bike",2958,2021
"member",17,"December","electric_bike",3573,2021
"member",18,"December","classic_bike",1869,2021
"member",18,"December","electric_bike",2397,2021
"member",19,"December","classic_bike",1829,2021
"member",19,"December","electric_bike",2125,2021
"member",20,"December","classic_bike",2571,2021
"member",20,"December","electric_bike",2789,2021
"member",21,"December","classic_bike",2381,2021
"member",21,"December","electric_bike",2870,2021
"member",22,"December","classic_bike",1756,2021
"member",22,"December","electric_bike",2264,2021
"member",23,"December","classic_bike",1903,2021
"member",23,"December","electric_bike",2414,2021
"member",24,"December","classic_bike",1305,2021
"member",24,"December","electric_bike",1757,2021
"member",25,"December","classic_bike",776,2021
"member",25,"December","electric_bike",742,2021
"member",26,"December","classic_bike",1134,2021
"member",26,"December","electric_bike",1154,2021
"member",27,"December","classic_bike",1609,2021
"member",27,"December","electric_bike",1720,2021
"member",28,"December","classic_bike",1028,2021
"member",28,"December","electric_bike",1164,2021
"member",29,"December","classic_bike",1889,2021
"member",29,"December","electric_bike",2041,2021
"member",30,"December","classic_bike",2102,2021
"member",30,"December","electric_bike",2206,2021
"member",31,"December","classic_bike",1971,2021
"member",31,"December","electric_bike",2164,2021
"casual",1,"January","classic_bike",382,2022
"casual",1,"January","docked_bike",97,2022
"casual",1,"January","electric_bike",606,2022
"casual",2,"January","classic_bike",163,2022
"casual",2,"January","docked_bike",36,2022
"casual",2,"January","electric_bike",337,2022
"casual",3,"January","classic_bike",176,2022
"casual",3,"January","docked_bike",20,2022
"casual",3,"January","electric_bike",337,2022
"casual",4,"January","classic_bike",195,2022
"casual",4,"January","docked_bike",37,2022
"casual",4,"January","electric_bike",447,2022
"casual",5,"January","classic_bike",136,2022
"casual",5,"January","docked_bike",12,2022
"casual",5,"January","electric_bike",273,2022
"casual",6,"January","classic_bike",119,2022
"casual",6,"January","docked_bike",24,2022
"casual",6,"January","electric_bike",251,2022
"casual",7,"January","classic_bike",193,2022
"casual",7,"January","docked_bike",23,2022
"casual",7,"January","electric_bike",203,2022
"casual",8,"January","classic_bike",210,2022
"casual",8,"January","docked_bike",19,2022
"casual",8,"January","electric_bike",289,2022
"casual",9,"January","classic_bike",167,2022
"casual",9,"January","docked_bike",14,2022
"casual",9,"January","electric_bike",247,2022
"casual",10,"January","classic_bike",128,2022
"casual",10,"January","docked_bike",14,2022
"casual",10,"January","electric_bike",256,2022
"casual",11,"January","classic_bike",160,2022
"casual",11,"January","docked_bike",9,2022
"casual",11,"January","electric_bike",314,2022
"casual",12,"January","classic_bike",336,2022
"casual",12,"January","docked_bike",63,2022
"casual",12,"January","electric_bike",660,2022
"casual",13,"January","classic_bike",370,2022
"casual",13,"January","docked_bike",41,2022
"casual",13,"January","electric_bike",643,2022
"casual",14,"January","classic_bike",331,2022
"casual",14,"January","docked_bike",42,2022
"casual",14,"January","electric_bike",562,2022
"casual",15,"January","classic_bike",333,2022
"casual",15,"January","docked_bike",38,2022
"casual",15,"January","electric_bike",403,2022
"casual",16,"January","classic_bike",303,2022
"casual",16,"January","docked_bike",68,2022
"casual",16,"January","electric_bike",443,2022
"casual",17,"January","classic_bike",266,2022
"casual",17,"January","docked_bike",26,2022
"casual",17,"January","electric_bike",351,2022
"casual",18,"January","classic_bike",348,2022
"casual",18,"January","docked_bike",43,2022
"casual",18,"January","electric_bike",548,2022
"casual",19,"January","classic_bike",254,2022
"casual",19,"January","docked_bike",42,2022
"casual",19,"January","electric_bike",388,2022
"casual",20,"January","classic_bike",200,2022
"casual",20,"January","docked_bike",13,2022
"casual",20,"January","electric_bike",345,2022
"casual",21,"January","classic_bike",301,2022
"casual",21,"January","docked_bike",39,2022
"casual",21,"January","electric_bike",473,2022
"casual",22,"January","classic_bike",413,2022
"casual",22,"January","docked_bike",85,2022
"casual",22,"January","electric_bike",428,2022
"casual",23,"January","classic_bike",104,2022
"casual",23,"January","docked_bike",8,2022
"casual",23,"January","electric_bike",130,2022
"casual",24,"January","classic_bike",94,2022
"casual",24,"January","docked_bike",7,2022
"casual",24,"January","electric_bike",147,2022
"casual",25,"January","classic_bike",119,2022
"casual",25,"January","docked_bike",9,2022
"casual",25,"January","electric_bike",165,2022
"casual",26,"January","classic_bike",152,2022
"casual",26,"January","docked_bike",8,2022
"casual",26,"January","electric_bike",65,2022
"casual",27,"January","classic_bike",245,2022
"casual",27,"January","docked_bike",29,2022
"casual",27,"January","electric_bike",263,2022
"casual",28,"January","classic_bike",141,2022
"casual",28,"January","docked_bike",10,2022
"casual",28,"January","electric_bike",141,2022
"casual",29,"January","classic_bike",221,2022
"casual",29,"January","docked_bike",21,2022
"casual",29,"January","electric_bike",246,2022
"casual",30,"January","classic_bike",211,2022
"casual",30,"January","docked_bike",36,2022
"casual",30,"January","electric_bike",248,2022
"casual",31,"January","classic_bike",203,2022
"casual",31,"January","docked_bike",28,2022
"casual",31,"January","electric_bike",376,2022
"member",1,"January","classic_bike",692,2022
"member",1,"January","electric_bike",786,2022
"member",2,"January","classic_bike",737,2022
"member",2,"January","electric_bike",789,2022
"member",3,"January","classic_bike",1356,2022
"member",3,"January","electric_bike",1246,2022
"member",4,"January","classic_bike",1963,2022
"member",4,"January","electric_bike",1735,2022
"member",5,"January","classic_bike",1113,2022
"member",5,"January","electric_bike",1188,2022
"member",6,"January","classic_bike",1235,2022
"member",6,"January","electric_bike",1223,2022
"member",7,"January","classic_bike",1287,2022
"member",7,"January","electric_bike",720,2022
"member",8,"January","classic_bike",1151,2022
"member",8,"January","electric_bike",935,2022
"member",9,"January","classic_bike",909,2022
"member",9,"January","electric_bike",775,2022
"member",10,"January","classic_bike",1216,2022
"member",10,"January","electric_bike",1071,2022
"member",11,"January","classic_bike",1728,2022
"member",11,"January","electric_bike",1359,2022
"member",12,"January","classic_bike",2713,2022
"member",12,"January","electric_bike",1963,2022
"member",13,"January","classic_bike",2767,2022
"member",13,"January","electric_bike",2168,2022
"member",14,"January","classic_bike",2211,2022
"member",14,"January","electric_bike",1776,2022
"member",15,"January","classic_bike",1263,2022
"member",15,"January","electric_bike",1116,2022
"member",16,"January","classic_bike",1423,2022
"member",16,"January","electric_bike",1117,2022
"member",17,"January","classic_bike",1638,2022
"member",17,"January","electric_bike",1371,2022
"member",18,"January","classic_bike",2721,2022
"member",18,"January","electric_bike",2110,2022
"member",19,"January","classic_bike",2377,2022
"member",19,"January","electric_bike",1699,2022
"member",20,"January","classic_bike",1947,2022
"member",20,"January","electric_bike",1363,2022
"member",21,"January","classic_bike",2194,2022
"member",21,"January","electric_bike",1568,2022
"member",22,"January","classic_bike",1786,2022
"member",22,"January","electric_bike",1381,2022
"member",23,"January","classic_bike",668,2022
"member",23,"January","electric_bike",534,2022
"member",24,"January","classic_bike",921,2022
"member",24,"January","electric_bike",633,2022
"member",25,"January","classic_bike",1238,2022
"member",25,"January","electric_bike",901,2022
"member",26,"January","classic_bike",1369,2022
"member",26,"January","electric_bike",363,2022
"member",27,"January","classic_bike",2087,2022
"member",27,"January","electric_bike",1221,2022
"member",28,"January","classic_bike",927,2022
"member",28,"January","electric_bike",669,2022
"member",29,"January","classic_bike",1048,2022
"member",29,"January","electric_bike",821,2022
"member",30,"January","classic_bike",1125,2022
"member",30,"January","electric_bike",917,2022
"member",31,"January","classic_bike",2283,2022
"member",31,"January","electric_bike",1639,2022
"casual",1,"February","classic_bike",247,2022
"casual",1,"February","docked_bike",25,2022
"casual",1,"February","electric_bike",384,2022
"casual",2,"February","classic_bike",48,2022
"casual",2,"February","docked_bike",1,2022
"casual",2,"February","electric_bike",78,2022
"casual",3,"February","classic_bike",86,2022
"casual",3,"February","docked_bike",6,2022
"casual",3,"February","electric_bike",139,2022
"casual",4,"February","classic_bike",189,2022
"casual",4,"February","docked_bike",12,2022
"casual",4,"February","electric_bike",287,2022
"casual",5,"February","classic_bike",139,2022
"casual",5,"February","docked_bike",28,2022
"casual",5,"February","electric_bike",231,2022
"casual",6,"February","classic_bike",201,2022
"casual",6,"February","docked_bike",18,2022
"casual",6,"February","electric_bike",278,2022
"casual",7,"February","classic_bike",172,2022
"casual",7,"February","docked_bike",16,2022
"casual",7,"February","electric_bike",288,2022
"casual",8,"February","classic_bike",209,2022
"casual",8,"February","docked_bike",23,2022
"casual",8,"February","electric_bike",402,2022
"casual",9,"February","classic_bike",295,2022
"casual",9,"February","docked_bike",29,2022
"casual",9,"February","electric_bike",493,2022
"casual",10,"February","classic_bike",270,2022
"casual",10,"February","docked_bike",30,2022
"casual",10,"February","electric_bike",431,2022
"casual",11,"February","classic_bike",420,2022
"casual",11,"February","docked_bike",52,2022
"casual",11,"February","electric_bike",653,2022
"casual",12,"February","classic_bike",271,2022
"casual",12,"February","docked_bike",46,2022
"casual",12,"February","electric_bike",420,2022
"casual",13,"February","classic_bike",269,2022
"casual",13,"February","docked_bike",38,2022
"casual",13,"February","electric_bike",344,2022
"casual",14,"February","classic_bike",244,2022
"casual",14,"February","docked_bike",31,2022
"casual",14,"February","electric_bike",399,2022
"casual",15,"February","classic_bike",333,2022
"casual",15,"February","docked_bike",84,2022
"casual",15,"February","electric_bike",513,2022
"casual",16,"February","classic_bike",360,2022
"casual",16,"February","docked_bike",46,2022
"casual",16,"February","electric_bike",537,2022
"casual",17,"February","classic_bike",122,2022
"casual",17,"February","docked_bike",16,2022
"casual",17,"February","electric_bike",218,2022
"casual",18,"February","classic_bike",172,2022
"casual",18,"February","docked_bike",23,2022
"casual",18,"February","electric_bike",273,2022
"casual",19,"February","classic_bike",240,2022
"casual",19,"February","docked_bike",55,2022
"casual",19,"February","electric_bike",326,2022
"casual",20,"February","classic_bike",575,2022
"casual",20,"February","docked_bike",177,2022
"casual",20,"February","electric_bike",676,2022
"casual",21,"February","classic_bike",615,2022
"casual",21,"February","docked_bike",136,2022
"casual",21,"February","electric_bike",840,2022
"casual",22,"February","classic_bike",199,2022
"casual",22,"February","docked_bike",22,2022
"casual",22,"February","electric_bike",346,2022
"casual",23,"February","classic_bike",240,2022
"casual",23,"February","docked_bike",35,2022
"casual",23,"February","electric_bike",461,2022
"casual",24,"February","classic_bike",210,2022
"casual",24,"February","docked_bike",17,2022
"casual",24,"February","electric_bike",334,2022
"casual",25,"February","classic_bike",211,2022
"casual",25,"February","docked_bike",44,2022
"casual",25,"February","electric_bike",362,2022
"casual",26,"February","classic_bike",412,2022
"casual",26,"February","docked_bike",77,2022
"casual",26,"February","electric_bike",573,2022
"casual",27,"February","classic_bike",678,2022
"casual",27,"February","docked_bike",169,2022
"casual",27,"February","electric_bike",783,2022
"casual",28,"February","classic_bike",680,2022
"casual",28,"February","docked_bike",105,2022
"casual",28,"February","electric_bike",879,2022
"member",1,"February","classic_bike",2270,2022
"member",1,"February","electric_bike",1759,2022
"member",2,"February","classic_bike",275,2022
"member",2,"February","electric_bike",301,2022
"member",3,"February","classic_bike",889,2022
"member",3,"February","electric_bike",803,2022
"member",4,"February","classic_bike",1152,2022
"member",4,"February","electric_bike",1064,2022
"member",5,"February","classic_bike",932,2022
"member",5,"February","electric_bike",795,2022
"member",6,"February","classic_bike",1159,2022
"member",6,"February","electric_bike",978,2022
"member",7,"February","classic_bike",1807,2022
"member",7,"February","electric_bike",1399,2022
"member",8,"February","classic_bike",2266,2022
"member",8,"February","electric_bike",1873,2022
"member",9,"February","classic_bike",2487,2022
"member",9,"February","electric_bike",2169,2022
"member",10,"February","classic_bike",2357,2022
"member",10,"February","electric_bike",1917,2022
"member",11,"February","classic_bike",2435,2022
"member",11,"February","electric_bike",2048,2022
"member",12,"February","classic_bike",1345,2022
"member",12,"February","electric_bike",1294,2022
"member",13,"February","classic_bike",1270,2022
"member",13,"February","electric_bike",1173,2022
"member",14,"February","classic_bike",2047,2022
"member",14,"February","electric_bike",1740,2022
"member",15,"February","classic_bike",2735,2022
"member",15,"February","electric_bike",2165,2022
"member",16,"February","classic_bike",2689,2022
"member",16,"February","electric_bike",2298,2022
"member",17,"February","classic_bike",1135,2022
"member",17,"February","electric_bike",1081,2022
"member",18,"February","classic_bike",1235,2022
"member",18,"February","electric_bike",1155,2022
"member",19,"February","classic_bike",1195,2022
"member",19,"February","electric_bike",999,2022
"member",20,"February","classic_bike",1862,2022
"member",20,"February","electric_bike",1555,2022
"member",21,"February","classic_bike",2878,2022
"member",21,"February","electric_bike",2231,2022
"member",22,"February","classic_bike",1671,2022
"member",22,"February","electric_bike",1520,2022
"member",23,"February","classic_bike",2479,2022
"member",23,"February","electric_bike",1911,2022
"member",24,"February","classic_bike",1807,2022
"member",24,"February","electric_bike",1646,2022
"member",25,"February","classic_bike",1486,2022
"member",25,"February","electric_bike",1385,2022
"member",26,"February","classic_bike",1704,2022
"member",26,"February","electric_bike",1405,2022
"member",27,"February","classic_bike",2090,2022
"member",27,"February","electric_bike",1599,2022
"member",28,"February","classic_bike",3650,2022
"member",28,"February","electric_bike",2623,2022
"casual",1,"March","classic_bike",696,2022
"casual",1,"March","docked_bike",151,2022
"casual",1,"March","electric_bike",1010,2022
"casual",2,"March","classic_bike",984,2022
"casual",2,"March","docked_bike",129,2022
"casual",2,"March","electric_bike",1210,2022
"casual",3,"March","classic_bike",570,2022
"casual",3,"March","docked_bike",66,2022
"casual",3,"March","electric_bike",751,2022
"casual",4,"March","classic_bike",754,2022
"casual",4,"March","docked_bike",168,2022
"casual",4,"March","electric_bike",1002,2022
"casual",5,"March","classic_bike",5647,2022
"casual",5,"March","docked_bike",1082,2022
"casual",5,"March","electric_bike",3183,2022
"casual",6,"March","classic_bike",988,2022
"casual",6,"March","docked_bike",274,2022
"casual",6,"March","electric_bike",1084,2022
"casual",7,"March","classic_bike",289,2022
"casual",7,"March","docked_bike",39,2022
"casual",7,"March","electric_bike",457,2022
"casual",8,"March","classic_bike",595,2022
"casual",8,"March","docked_bike",133,2022
"casual",8,"March","electric_bike",925,2022
"casual",9,"March","classic_bike",740,2022
"casual",9,"March","docked_bike",136,2022
"casual",9,"March","electric_bike",1133,2022
"casual",10,"March","classic_bike",393,2022
"casual",10,"March","docked_bike",68,2022
"casual",10,"March","electric_bike",843,2022
"casual",11,"March","classic_bike",368,2022
"casual",11,"March","docked_bike",91,2022
"casual",11,"March","electric_bike",732,2022
"casual",12,"March","classic_bike",492,2022
"casual",12,"March","docked_bike",112,2022
"casual",12,"March","electric_bike",903,2022
"casual",13,"March","classic_bike",1515,2022
"casual",13,"March","docked_bike",471,2022
"casual",13,"March","electric_bike",1734,2022
"casual",14,"March","classic_bike",1522,2022
"casual",14,"March","docked_bike",389,2022
"casual",14,"March","electric_bike",2103,2022
"casual",15,"March","classic_bike",1006,2022
"casual",15,"March","docked_bike",244,2022
"casual",15,"March","electric_bike",1673,2022
"casual",16,"March","classic_bike",3035,2022
"casual",16,"March","docked_bike",790,2022
"casual",16,"March","electric_bike",3599,2022
"casual",17,"March","classic_bike",2485,2022
"casual",17,"March","docked_bike",595,2022
"casual",17,"March","electric_bike",2998,2022
"casual",18,"March","classic_bike",431,2022
"casual",18,"March","docked_bike",91,2022
"casual",18,"March","electric_bike",881,2022
"casual",19,"March","classic_bike",562,2022
"casual",19,"March","docked_bike",113,2022
"casual",19,"March","electric_bike",1082,2022
"casual",20,"March","classic_bike",3561,2022
"casual",20,"March","docked_bike",1046,2022
"casual",20,"March","electric_bike",4035,2022
"casual",21,"March","classic_bike",3428,2022
"casual",21,"March","docked_bike",1052,2022
"casual",21,"March","electric_bike",3697,2022
"casual",22,"March","classic_bike",624,2022
"casual",22,"March","docked_bike",126,2022
"casual",22,"March","electric_bike",1227,2022
"casual",23,"March","classic_bike",496,2022
"casual",23,"March","docked_bike",100,2022
"casual",23,"March","electric_bike",1153,2022
"casual",24,"March","classic_bike",510,2022
"casual",24,"March","docked_bike",96,2022
"casual",24,"March","electric_bike",1094,2022
"casual",25,"March","classic_bike",832,2022
"casual",25,"March","docked_bike",186,2022
"casual",25,"March","electric_bike",1620,2022
"casual",26,"March","classic_bike",584,2022
"casual",26,"March","docked_bike",131,2022
"casual",26,"March","electric_bike",1093,2022
"casual",27,"March","classic_bike",633,2022
"casual",27,"March","docked_bike",176,2022
"casual",27,"March","electric_bike",1058,2022
"casual",28,"March","classic_bike",445,2022
"casual",28,"March","docked_bike",89,2022
"casual",28,"March","electric_bike",939,2022
"casual",29,"March","classic_bike",505,2022
"casual",29,"March","docked_bike",92,2022
"casual",29,"March","electric_bike",1147,2022
"casual",30,"March","classic_bike",295,2022
"casual",30,"March","docked_bike",51,2022
"casual",30,"March","electric_bike",689,2022
"casual",31,"March","classic_bike",402,2022
"casual",31,"March","docked_bike",71,2022
"casual",31,"March","electric_bike",1082,2022
"member",1,"March","classic_bike",3861,2022
"member",1,"March","electric_bike",3009,2022
"member",2,"March","classic_bike",4323,2022
"member",2,"March","electric_bike",3000,2022
"member",3,"March","classic_bike",3132,2022
"member",3,"March","electric_bike",2490,2022
"member",4,"March","classic_bike",3231,2022
"member",4,"March","electric_bike",2593,2022
"member",5,"March","classic_bike",5832,2022
"member",5,"March","electric_bike",3122,2022
"member",6,"March","classic_bike",2309,2022
"member",6,"March","electric_bike",1953,2022
"member",7,"March","classic_bike",2045,2022
"member",7,"March","electric_bike",1892,2022
"member",8,"March","classic_bike",3686,2022
"member",8,"March","electric_bike",3192,2022
"member",9,"March","classic_bike",3702,2022
"member",9,"March","electric_bike",3379,2022
"member",10,"March","classic_bike",2609,2022
"member",10,"March","electric_bike",2800,2022
"member",11,"March","classic_bike",1930,2022
"member",11,"March","electric_bike",2434,2022
"member",12,"March","classic_bike",1385,2022
"member",12,"March","electric_bike",1877,2022
"member",13,"March","classic_bike",2732,2022
"member",13,"March","electric_bike",2453,2022
"member",14,"March","classic_bike",4460,2022
"member",14,"March","electric_bike",3871,2022
"member",15,"March","classic_bike",3986,2022
"member",15,"March","electric_bike",3917,2022
"member",16,"March","classic_bike",6173,2022
"member",16,"March","electric_bike",5384,2022
"member",17,"March","classic_bike",5339,2022
"member",17,"March","electric_bike",4769,2022
"member",18,"March","classic_bike",1723,2022
"member",18,"March","electric_bike",2200,2022
"member",19,"March","classic_bike",1479,2022
"member",19,"March","electric_bike",2109,2022
"member",20,"March","classic_bike",4533,2022
"member",20,"March","electric_bike",4044,2022
"member",21,"March","classic_bike",6270,2022
"member",21,"March","electric_bike",4927,2022
"member",22,"March","classic_bike",2844,2022
"member",22,"March","electric_bike",2910,2022
"member",23,"March","classic_bike",2616,2022
"member",23,"March","electric_bike",2861,2022
"member",24,"March","classic_bike",2321,2022
"member",24,"March","electric_bike",3038,2022
"member",25,"March","classic_bike",2780,2022
"member",25,"March","electric_bike",3601,2022
"member",26,"March","classic_bike",1608,2022
"member",26,"March","electric_bike",2235,2022
"member",27,"March","classic_bike",1826,2022
"member",27,"March","electric_bike",2218,2022
"member",28,"March","classic_bike",2712,2022
"member",28,"March","electric_bike",3272,2022
"member",29,"March","classic_bike",3200,2022
"member",29,"March","electric_bike",3801,2022
"member",30,"March","classic_bike",1931,2022
"member",30,"March","electric_bike",2588,2022
"member",31,"March","classic_bike",2474,2022
"member",31,"March","electric_bike",3169,2022
"casual",1,"April","classic_bike",1049,2022
"casual",1,"April","docked_bike",280,2022
"casual",1,"April","electric_bike",1818,2022
"casual",2,"April","classic_bike",602,2022
"casual",2,"April","docked_bike",163,2022
"casual",2,"April","electric_bike",1245,2022
"casual",3,"April","classic_bike",1100,2022
"casual",3,"April","docked_bike",317,2022
"casual",3,"April","electric_bike",1834,2022
"casual",4,"April","classic_bike",773,2022
"casual",4,"April","docked_bike",265,2022
"casual",4,"April","electric_bike",1647,2022
"casual",5,"April","classic_bike",816,2022
"casual",5,"April","docked_bike",178,2022
"casual",5,"April","electric_bike",1810,2022
"casual",6,"April","classic_bike",920,2022
"casual",6,"April","docked_bike",234,2022
"casual",6,"April","electric_bike",1959,2022
"casual",7,"April","classic_bike",677,2022
"casual",7,"April","docked_bike",122,2022
"casual",7,"April","electric_bike",1565,2022
"casual",8,"April","classic_bike",449,2022
"casual",8,"April","docked_bike",75,2022
"casual",8,"April","electric_bike",1119,2022
"casual",9,"April","classic_bike",1437,2022
"casual",9,"April","docked_bike",389,2022
"casual",9,"April","electric_bike",2269,2022
"casual",10,"April","classic_bike",3038,2022
"casual",10,"April","docked_bike",853,2022
"casual",10,"April","electric_bike",3416,2022
"casual",11,"April","classic_bike",1604,2022
"casual",11,"April","docked_bike",424,2022
"casual",11,"April","electric_bike",2319,2022
"casual",12,"April","classic_bike",2316,2022
"casual",12,"April","docked_bike",558,2022
"casual",12,"April","electric_bike",2725,2022
"casual",13,"April","classic_bike",796,2022
"casual",13,"April","docked_bike",215,2022
"casual",13,"April","electric_bike",1350,2022
"casual",14,"April","classic_bike",1100,2022
"casual",14,"April","docked_bike",286,2022
"casual",14,"April","electric_bike",1873,2022
"casual",15,"April","classic_bike",1318,2022
"casual",15,"April","docked_bike",459,2022
"casual",15,"April","electric_bike",2093,2022
"casual",16,"April","classic_bike",2078,2022
"casual",16,"April","docked_bike",750,2022
"casual",16,"April","electric_bike",2786,2022
"casual",17,"April","classic_bike",908,2022
"casual",17,"April","docked_bike",362,2022
"casual",17,"April","electric_bike",1506,2022
"casual",18,"April","classic_bike",453,2022
"casual",18,"April","docked_bike",80,2022
"casual",18,"April","electric_bike",1134,2022
"casual",19,"April","classic_bike",932,2022
"casual",19,"April","docked_bike",160,2022
"casual",19,"April","electric_bike",1871,2022
"casual",20,"April","classic_bike",689,2022
"casual",20,"April","docked_bike",115,2022
"casual",20,"April","electric_bike",1560,2022
"casual",21,"April","classic_bike",2913,2022
"casual",21,"April","docked_bike",814,2022
"casual",21,"April","electric_bike",4157,2022
"casual",22,"April","classic_bike",775,2022
"casual",22,"April","docked_bike",156,2022
"casual",22,"April","electric_bike",1451,2022
"casual",23,"April","classic_bike",10499,2022
"casual",23,"April","docked_bike",2657,2022
"casual",23,"April","electric_bike",7132,2022
"casual",24,"April","classic_bike",2704,2022
"casual",24,"April","docked_bike",672,2022
"casual",24,"April","electric_bike",2678,2022
"casual",25,"April","classic_bike",1178,2022
"casual",25,"April","docked_bike",223,2022
"casual",25,"April","electric_bike",1963,2022
"casual",26,"April","classic_bike",1025,2022
"casual",26,"April","docked_bike",197,2022
"casual",26,"April","electric_bike",1962,2022
"casual",27,"April","classic_bike",790,2022
"casual",27,"April","docked_bike",123,2022
"casual",27,"April","electric_bike",1706,2022
"casual",28,"April","classic_bike",1009,2022
"casual",28,"April","docked_bike",168,2022
"casual",28,"April","electric_bike",2095,2022
"casual",29,"April","classic_bike",2055,2022
"casual",29,"April","docked_bike",471,2022
"casual",29,"April","electric_bike",3282,2022
"casual",30,"April","classic_bike",1540,2022
"casual",30,"April","docked_bike",350,2022
"casual",30,"April","electric_bike",2433,2022
"member",1,"April","classic_bike",3535,2022
"member",1,"April","electric_bike",4028,2022
"member",2,"April","classic_bike",1713,2022
"member",2,"April","electric_bike",2278,2022
"member",3,"April","classic_bike",2614,2022
"member",3,"April","electric_bike",3001,2022
"member",4,"April","classic_bike",3920,2022
"member",4,"April","electric_bike",4450,2022
"member",5,"April","classic_bike",4367,2022
"member",5,"April","electric_bike",4932,2022
"member",6,"April","classic_bike",4163,2022
"member",6,"April","electric_bike",4452,2022
"member",7,"April","classic_bike",3314,2022
"member",7,"April","electric_bike",4175,2022
"member",8,"April","classic_bike",2261,2022
"member",8,"April","electric_bike",3064,2022
"member",9,"April","classic_bike",3036,2022
"member",9,"April","electric_bike",3495,2022
"member",10,"April","classic_bike",4497,2022
"member",10,"April","electric_bike",4076,2022
"member",11,"April","classic_bike",5226,2022
"member",11,"April","electric_bike",4735,2022
"member",12,"April","classic_bike",6428,2022
"member",12,"April","electric_bike",5205,2022
"member",13,"April","classic_bike",3412,2022
"member",13,"April","electric_bike",3149,2022
"member",14,"April","classic_bike",3942,2022
"member",14,"April","electric_bike",4604,2022
"member",15,"April","classic_bike",3093,2022
"member",15,"April","electric_bike",3762,2022
"member",16,"April","classic_bike",3240,2022
"member",16,"April","electric_bike",3640,2022
"member",17,"April","classic_bike",2054,2022
"member",17,"April","electric_bike",2565,2022
"member",18,"April","classic_bike",2795,2022
"member",18,"April","electric_bike",3409,2022
"member",19,"April","classic_bike",4535,2022
"member",19,"April","electric_bike",4838,2022
"member",20,"April","classic_bike",3721,2022
"member",20,"April","electric_bike",4476,2022
"member",21,"April","classic_bike",6916,2022
"member",21,"April","electric_bike",6481,2022
"member",22,"April","classic_bike",2647,2022
"member",22,"April","electric_bike",3429,2022
"member",23,"April","classic_bike",8837,2022
"member",23,"April","electric_bike",5838,2022
"member",24,"April","classic_bike",3550,2022
"member",24,"April","electric_bike",3100,2022
"member",25,"April","classic_bike",4854,2022
"member",25,"April","electric_bike",4542,2022
"member",26,"April","classic_bike",4896,2022
"member",26,"April","electric_bike",5231,2022
"member",27,"April","classic_bike",4144,2022
"member",27,"April","electric_bike",4870,2022
"member",28,"April","classic_bike",4088,2022
"member",28,"April","electric_bike",5075,2022
"member",29,"April","classic_bike",4684,2022
"member",29,"April","electric_bike",5460,2022
"member",30,"April","classic_bike",2687,2022
"member",30,"April","electric_bike",3303,2022
"casual",1,"May","classic_bike",1940,2022
"casual",1,"May","docked_bike",440,2022
"casual",1,"May","electric_bike",2733,2022
"casual",2,"May","classic_bike",1151,2022
"casual",2,"May","docked_bike",269,2022
"casual",2,"May","electric_bike",2314,2022
"casual",3,"May","classic_bike",371,2022
"casual",3,"May","docked_bike",42,2022
"casual",3,"May","electric_bike",995,2022
"casual",4,"May","classic_bike",1405,2022
"casual",4,"May","docked_bike",264,2022
"casual",4,"May","electric_bike",2867,2022
"casual",5,"May","classic_bike",607,2022
"casual",5,"May","docked_bike",134,2022
"casual",5,"May","electric_bike",1626,2022
"casual",6,"May","classic_bike",615,2022
"casual",6,"May","docked_bike",110,2022
"casual",6,"May","electric_bike",1638,2022
"casual",7,"May","classic_bike",4244,2022
"casual",7,"May","docked_bike",1149,2022
"casual",7,"May","electric_bike",5462,2022
"casual",8,"May","classic_bike",2927,2022
"casual",8,"May","docked_bike",929,2022
"casual",8,"May","electric_bike",3707,2022
"casual",9,"May","classic_bike",3623,2022
"casual",9,"May","docked_bike",877,2022
"casual",9,"May","electric_bike",4384,2022
"casual",10,"May","classic_bike",4943,2022
"casual",10,"May","docked_bike",949,2022
"casual",10,"May","electric_bike",4835,2022
"casual",11,"May","classic_bike",4263,2022
"casual",11,"May","docked_bike",793,2022
"casual",11,"May","electric_bike",4525,2022
"casual",12,"May","classic_bike",5139,2022
"casual",12,"May","docked_bike",860,2022
"casual",12,"May","electric_bike",4771,2022
"casual",13,"May","classic_bike",6949,2022
"casual",13,"May","docked_bike",1220,2022
"casual",13,"May","electric_bike",5561,2022
"casual",14,"May","classic_bike",9683,2022
"casual",14,"May","docked_bike",1804,2022
"casual",14,"May","electric_bike",5418,2022
"casual",15,"May","classic_bike",5028,2022
"casual",15,"May","docked_bike",1104,2022
"casual",15,"May","electric_bike",3831,2022
"casual",16,"May","classic_bike",4337,2022
"casual",16,"May","docked_bike",991,2022
"casual",16,"May","electric_bike",4463,2022
"casual",17,"May","classic_bike",2515,2022
"casual",17,"May","docked_bike",493,2022
"casual",17,"May","electric_bike",3389,2022
"casual",18,"May","classic_bike",1777,2022
"casual",18,"May","docked_bike",287,2022
"casual",18,"May","electric_bike",2861,2022
"casual",19,"May","classic_bike",4879,2022
"casual",19,"May","docked_bike",990,2022
