"Time_Range","member_casual","month","rideable_type","count","Year"
"16-18","member","September","electric_bike",35791,2023
"18-20","casual","September","classic_bike",19311,2023
"18-20","casual","September","electric_bike",19076,2023
"18-20","member","September","classic_bike",33764,2023
"18-20","member","September","electric_bike",27480,2023
"20-22","casual","September","classic_bike",9835,2023
"20-22","casual","September","electric_bike",10961,2023
"20-22","member","September","classic_bike",15829,2023
"20-22","member","September","electric_bike",14628,2023
"22-24","casual","September","classic_bike",7679,2023
"22-24","casual","September","electric_bike",9070,2023
"22-24","member","September","classic_bike",8123,2023
"22-24","member","September","electric_bike",9807,2023
"0-2","casual","October","classic_bike",1731,2023
"0-2","casual","October","electric_bike",3182,2023
"0-2","member","October","classic_bike",2260,2023
"0-2","member","October","electric_bike",3417,2023
"2-4","casual","October","classic_bike",710,2023
"2-4","casual","October","electric_bike",1345,2023
"2-4","member","October","classic_bike",731,2023
"2-4","member","October","electric_bike",1373,2023
"4-6","casual","October","classic_bike",598,2023
"4-6","casual","October","electric_bike",1032,2023
"4-6","member","October","classic_bike",1889,2023
"4-6","member","October","electric_bike",2195,2023
"6-8","casual","October","classic_bike",3244,2023
"6-8","casual","October","electric_bike",5041,2023
"6-8","member","October","classic_bike",14646,2023
"6-8","member","October","electric_bike",14836,2023
"8-10","casual","October","classic_bike",6978,2023
"8-10","casual","October","electric_bike",8216,2023
"8-10","member","October","classic_bike",21995,2023
"8-10","member","October","electric_bike",20249,2023
"10-12","casual","October","classic_bike",10612,2023
"10-12","casual","October","electric_bike",9354,2023
"10-12","member","October","classic_bike",17345,2023
"10-12","member","October","electric_bike",15085,2023
"12-14","casual","October","classic_bike",12614,2023
"12-14","casual","October","electric_bike",11697,2023
"12-14","member","October","classic_bike",21544,2023
"12-14","member","October","electric_bike",18262,2023
"14-16","casual","October","classic_bike",13076,2023
"14-16","casual","October","electric_bike",13128,2023
"14-16","member","October","classic_bike",22573,2023
"14-16","member","October","electric_bike",21613,2023
"16-18","casual","October","classic_bike",15473,2023
"16-18","casual","October","electric_bike",17569,2023
"16-18","member","October","classic_bike",38582,2023
"16-18","member","October","electric_bike",35340,2023
"18-20","casual","October","classic_bike",10063,2023
"18-20","casual","October","electric_bike",12230,2023
"18-20","member","October","classic_bike",26154,2023
"18-20","member","October","electric_bike",23493,2023
"20-22","casual","October","classic_bike",4944,2023
"20-22","casual","October","electric_bike",6381,2023
"20-22","member","October","classic_bike",12036,2023
"20-22","member","October","electric_bike",11743,2023
"22-24","casual","October","classic_bike",3123,2023
"22-24","casual","October","electric_bike",4730,2023
"22-24","member","October","classic_bike",5442,2023
"22-24","member","October","electric_bike",7239,2023
"0-2","casual","November","classic_bike",966,2023
"0-2","casual","November","electric_bike",1812,2023
"0-2","member","November","classic_bike",1471,2023
"0-2","member","November","electric_bike",2263,2023
"2-4","casual","November","classic_bike",354,2023
"2-4","casual","November","electric_bike",720,2023
"2-4","member","November","classic_bike",450,2023
"2-4","member","November","electric_bike",892,2023
"4-6","casual","November","classic_bike",290,2023
"4-6","casual","November","electric_bike",602,2023
"4-6","member","November","classic_bike",1385,2023
"4-6","member","November","electric_bike",1628,2023
"6-8","casual","November","classic_bike",1707,2023
"6-8","casual","November","electric_bike",3103,2023
"6-8","member","November","classic_bike",11647,2023
"6-8","member","November","electric_bike",11344,2023
"8-10","casual","November","classic_bike",3447,2023
"8-10","casual","November","electric_bike",4813,2023
"8-10","member","November","classic_bike",16445,2023
"8-10","member","November","electric_bike",15656,2023
"10-12","casual","November","classic_bike",5002,2023
"10-12","casual","November","electric_bike",5192,2023
"10-12","member","November","classic_bike",13123,2023
"10-12","member","November","electric_bike",11694,2023
"12-14","casual","November","classic_bike",6657,2023
"12-14","casual","November","electric_bike",6930,2023
"12-14","member","November","classic_bike",16176,2023
"12-14","member","November","electric_bike",14250,2023
"14-16","casual","November","classic_bike",7309,2023
"14-16","casual","November","electric_bike",8406,2023
"14-16","member","November","classic_bike",17776,2023
"14-16","member","November","electric_bike",17667,2023
"16-18","casual","November","classic_bike",7286,2023
"16-18","casual","November","electric_bike",10508,2023
"16-18","member","November","classic_bike",26329,2023
"16-18","member","November","electric_bike",25475,2023
"18-20","casual","November","classic_bike",4817,2023
"18-20","casual","November","electric_bike",6751,2023
"18-20","member","November","classic_bike",16806,2023
"18-20","member","November","electric_bike",15896,2023
"20-22","casual","November","classic_bike",2654,2023
"20-22","casual","November","electric_bike",3824,2023
"20-22","member","November","classic_bike",8060,2023
"20-22","member","November","electric_bike",8312,2023
"22-24","casual","November","classic_bike",2060,2023
"22-24","casual","November","electric_bike",3182,2023
"22-24","member","November","classic_bike",3940,2023
"22-24","member","November","electric_bike",5441,2023
"0-2","casual","December","classic_bike",718,2023
"0-2","casual","December","electric_bike",1374,2023
"0-2","member","December","classic_bike",1076,2023
"0-2","member","December","electric_bike",1995,2023
"2-4","casual","December","classic_bike",255,2023
"2-4","casual","December","electric_bike",567,2023
"2-4","member","December","classic_bike",352,2023
"2-4","member","December","electric_bike",718,2023
"4-6","casual","December","classic_bike",219,2023
"4-6","casual","December","electric_bike",459,2023
"4-6","member","December","classic_bike",967,2023
"4-6","member","December","electric_bike",1297,2023
"6-8","casual","December","classic_bike",842,2023
"6-8","casual","December","electric_bike",1815,2023
"6-8","member","December","classic_bike",7351,2023
"6-8","member","December","electric_bike",7511,2023
"8-10","casual","December","classic_bike",1592,2023
"8-10","casual","December","electric_bike",2703,2023
"8-10","member","December","classic_bike",10314,2023
"8-10","member","December","electric_bike",10355,2023
"10-12","casual","December","classic_bike",2375,2023
"10-12","casual","December","electric_bike",2853,2023
"10-12","member","December","classic_bike",8679,2023
"10-12","member","December","electric_bike",8194,2023
"12-14","casual","December","classic_bike",3089,2023
"12-14","casual","December","electric_bike",3762,2023
"12-14","member","December","classic_bike",10763,2023
"12-14","member","December","electric_bike",10064,2023
"14-16","casual","December","classic_bike",3377,2023
"14-16","casual","December","electric_bike",4589,2023
"14-16","member","December","classic_bike",11644,2023
"14-16","member","December","electric_bike",12164,2023
"16-18","casual","December","classic_bike",3212,2023
"16-18","casual","December","electric_bike",5217,2023
"16-18","member","December","classic_bike",15769,2023
"16-18","member","December","electric_bike",16407,2023
"18-20","casual","December","classic_bike",2258,2023
"18-20","casual","December","electric_bike",3660,2023
"18-20","member","December","classic_bike",9734,2023
"18-20","member","December","electric_bike",10477,2023
"20-22","casual","December","classic_bike",1402,2023
"20-22","casual","December","electric_bike",2268,2023
"20-22","member","December","classic_bike",4926,2023
"20-22","member","December","electric_bike",5498,2023
"22-24","casual","December","classic_bike",1125,2023
"22-24","casual","December","electric_bike",1941,2023
"22-24","member","December","classic_bike",2545,2023
"22-24","member","December","electric_bike",3601,2023
"0-2","casual","January","classic_bike",276,2024
"0-2","casual","January","electric_bike",555,2024
"0-2","member","January","classic_bike",595,2024
"0-2","member","January","electric_bike",869,2024
"2-4","casual","January","classic_bike",149,2024
"2-4","casual","January","electric_bike",250,2024
"2-4","member","January","classic_bike",226,2024
"2-4","member","January","electric_bike",403,2024
"4-6","casual","January","classic_bike",114,2024
"4-6","casual","January","electric_bike",192,2024
"4-6","member","January","classic_bike",1017,2024
"4-6","member","January","electric_bike",915,2024
"6-8","casual","January","classic_bike",532,2024
"6-8","casual","January","electric_bike",891,2024
"6-8","member","January","classic_bike",6572,2024
"6-8","member","January","electric_bike",5428,2024
"8-10","casual","January","classic_bike",930,2024
"8-10","casual","January","electric_bike",1321,2024
"8-10","member","January","classic_bike",8696,2024
"8-10","member","January","electric_bike",7060,2024
"10-12","casual","January","classic_bike",1076,2024
"10-12","casual","January","electric_bike",1227,2024
"10-12","member","January","classic_bike",5898,2024
"10-12","member","January","electric_bike",4347,2024
"12-14","casual","January","classic_bike",1424,2024
"12-14","casual","January","electric_bike",1658,2024
"12-14","member","January","classic_bike",7326,2024
"12-14","member","January","electric_bike",5682,2024
"14-16","casual","January","classic_bike",1587,2024
"14-16","casual","January","electric_bike",1994,2024
"14-16","member","January","classic_bike",8317,2024
"14-16","member","January","electric_bike",6994,2024
"16-18","casual","January","classic_bike",1887,2024
"16-18","casual","January","electric_bike",2573,2024
"16-18","member","January","classic_bike",13803,2024
"16-18","member","January","electric_bike",11211,2024
"18-20","casual","January","classic_bike",1264,2024
"18-20","casual","January","electric_bike",1627,2024
"18-20","member","January","classic_bike",8181,2024
"18-20","member","January","electric_bike",6496,2024
"20-22","casual","January","classic_bike",730,2024
"20-22","casual","January","electric_bike",988,2024
"20-22","member","January","classic_bike",3909,2024
"20-22","member","January","electric_bike",3223,2024
"22-24","casual","January","classic_bike",482,2024
"22-24","casual","January","electric_bike",733,2024
"22-24","member","January","classic_bike",1534,2024
"22-24","member","January","electric_bike",1711,2024
"0-2","casual","February","classic_bike",437,2024
"0-2","casual","February","electric_bike",382,2024
"0-2","member","February","classic_bike",904,2024
"0-2","member","February","electric_bike",813,2024
"2-4","casual","February","classic_bike",196,2024
"2-4","casual","February","electric_bike",190,2024
"2-4","member","February","classic_bike",308,2024
"2-4","member","February","electric_bike",312,2024
"4-6","casual","February","classic_bike",246,2024
"4-6","casual","February","electric_bike",190,2024
"4-6","member","February","classic_bike",1315,2024
"4-6","member","February","electric_bike",859,2024
"6-8","casual","February","classic_bike",1172,2024
"6-8","casual","February","electric_bike",1027,2024
"6-8","member","February","classic_bike",10797,2024
"6-8","member","February","electric_bike",5895,2024
"8-10","casual","February","classic_bike",2240,2024
"8-10","casual","February","electric_bike",1644,2024
"8-10","member","February","classic_bike",14404,2024
"8-10","member","February","electric_bike",7792,2024
"10-12","casual","February","classic_bike",2838,2024
"10-12","casual","February","electric_bike",1702,2024
"10-12","member","February","classic_bike",10094,2024
"10-12","member","February","electric_bike",5573,2024
"12-14","casual","February","classic_bike",4176,2024
"12-14","casual","February","electric_bike",2619,2024
"12-14","member","February","classic_bike",13007,2024
"12-14","member","February","electric_bike",7135,2024
"14-16","casual","February","classic_bike",4807,2024
"14-16","casual","February","electric_bike",3148,2024
"14-16","member","February","classic_bike",14894,2024
"14-16","member","February","electric_bike",8976,2024
"16-18","casual","February","classic_bike",6044,2024
"16-18","casual","February","electric_bike",4144,2024
"16-18","member","February","classic_bike",24865,2024
"16-18","member","February","electric_bike",13072,2024
"18-20","casual","February","classic_bike",3055,2024
"18-20","casual","February","electric_bike",2217,2024
"18-20","member","February","classic_bike",13143,2024
"18-20","member","February","electric_bike",7252,2024
"20-22","casual","February","classic_bike",1523,2024
"20-22","casual","February","electric_bike",1197,2024
"20-22","member","February","classic_bike",5991,2024
"20-22","member","February","electric_bike",3749,2024
"22-24","casual","February","classic_bike",1077,2024
"22-24","casual","February","electric_bike",892,2024
"22-24","member","February","classic_bike",2781,2024
"22-24","member","February","electric_bike",2070,2024
"0-2","casual","March","classic_bike",619,2024
"0-2","casual","March","electric_bike",1201,2024
"0-2","member","March","classic_bike",999,2024
"0-2","member","March","electric_bike",1771,2024
"2-4","casual","March","classic_bike",212,2024
"2-4","casual","March","electric_bike",462,2024
"2-4","member","March","classic_bike",294,2024
"2-4","member","March","electric_bike",629,2024
"4-6","casual","March","classic_bike",262,2024
"4-6","casual","March","electric_bike",421,2024
"4-6","member","March","classic_bike",1071,2024
"4-6","member","March","electric_bike",1324,2024
"6-8","casual","March","classic_bike",1010,2024
"6-8","casual","March","electric_bike",1719,2024
"6-8","member","March","classic_bike",8533,2024
"6-8","member","March","electric_bike",8723,2024
"8-10","casual","March","classic_bike",2617,2024
"8-10","casual","March","electric_bike",3458,2024
"8-10","member","March","classic_bike",13299,2024
"8-10","member","March","electric_bike",12954,2024
"10-12","casual","March","classic_bike",4469,2024
"10-12","casual","March","electric_bike",4017,2024
"10-12","member","March","classic_bike",10341,2024
"10-12","member","March","electric_bike",9832,2024
"12-14","casual","March","classic_bike",6806,2024
"12-14","casual","March","electric_bike",5823,2024
"12-14","member","March","classic_bike",13146,2024
"12-14","member","March","electric_bike",12405,2024
"14-16","casual","March","classic_bike",7663,2024
"14-16","casual","March","electric_bike",7012,2024
"14-16","member","March","classic_bike",14323,2024
"14-16","member","March","electric_bike",14656,2024
"16-18","casual","March","classic_bike",8019,2024
"16-18","casual","March","electric_bike",8462,2024
"16-18","member","March","classic_bike",22875,2024
"16-18","member","March","electric_bike",22348,2024
"18-20","casual","March","classic_bike",4612,2024
"18-20","casual","March","electric_bike",5550,2024
"18-20","member","March","classic_bike",14703,2024
"18-20","member","March","electric_bike",14647,2024
"20-22","casual","March","classic_bike",2067,2024
"20-22","casual","March","electric_bike",2745,2024
"20-22","member","March","classic_bike",6506,2024
"20-22","member","March","electric_bike",6903,2024
"22-24","casual","March","classic_bike",1258,2024
"22-24","casual","March","electric_bike",2066,2024
"22-24","member","March","classic_bike",2880,2024
"22-24","member","March","electric_bike",3975,2024
"0-2","casual","April","classic_bike",855,2024
"0-2","casual","April","electric_bike",2007,2024
"0-2","member","April","classic_bike",1102,2024
"0-2","member","April","electric_bike",2360,2024
"2-4","casual","April","classic_bike",286,2024
"2-4","casual","April","electric_bike",718,2024
"2-4","member","April","classic_bike",247,2024
"2-4","member","April","electric_bike",915,2024
"4-6","casual","April","classic_bike",222,2024
"4-6","casual","April","electric_bike",613,2024
"4-6","member","April","classic_bike",1204,2024
"4-6","member","April","electric_bike",1676,2024
"6-8","casual","April","classic_bike",1433,2024
"6-8","casual","April","electric_bike",2927,2024
"6-8","member","April","classic_bike",10614,2024
"6-8","member","April","electric_bike",12769,2024
"8-10","casual","April","classic_bike",3782,2024
"8-10","casual","April","electric_bike",5501,2024
"8-10","member","April","classic_bike",15814,2024
"8-10","member","April","electric_bike",17626,2024
"10-12","casual","April","classic_bike",6678,2024
"10-12","casual","April","electric_bike",6589,2024
"10-12","member","April","classic_bike",12419,2024
"10-12","member","April","electric_bike",13397,2024
"12-14","casual","April","classic_bike",9375,2024
"12-14","casual","April","electric_bike",10089,2024
"12-14","member","April","classic_bike",15755,2024
"12-14","member","April","electric_bike",17062,2024
"14-16","casual","April","classic_bike",10042,2024
"14-16","casual","April","electric_bike",11336,2024
"14-16","member","April","classic_bike",16016,2024
"14-16","member","April","electric_bike",19020,2024
"16-18","casual","April","classic_bike",11513,2024
"16-18","casual","April","electric_bike",14801,2024
"16-18","member","April","classic_bike",26639,2024
"16-18","member","April","electric_bike",30282,2024
"18-20","casual","April","classic_bike",8148,2024
"18-20","casual","April","electric_bike",10393,2024
"18-20","member","April","classic_bike",18922,2024
"18-20","member","April","electric_bike",21022,2024
"20-22","casual","April","classic_bike",3560,2024
"20-22","casual","April","electric_bike",5355,2024
"20-22","member","April","classic_bike",8503,2024
"20-22","member","April","electric_bike",10543,2024
"22-24","casual","April","classic_bike",1925,2024
"22-24","casual","April","electric_bike",3662,2024
"22-24","member","April","classic_bike",3349,2024
"22-24","member","April","electric_bike",5959,2024
"0-2","casual","May","classic_bike",2235,2024
"0-2","casual","May","electric_bike",3378,2024
"0-2","member","May","classic_bike",2032,2024
"0-2","member","May","electric_bike",3338,2024
"2-4","casual","May","classic_bike",831,2024
"2-4","casual","May","electric_bike",1486,2024
"2-4","member","May","classic_bike",626,2024
"2-4","member","May","electric_bike",1289,2024
"4-6","casual","May","classic_bike",611,2024
"4-6","casual","May","electric_bike",1021,2024
"4-6","member","May","classic_bike",1993,2024
"4-6","member","May","electric_bike",2275,2024
"6-8","casual","May","classic_bike",3335,2024
"6-8","casual","May","electric_bike",4673,2024
"6-8","member","May","classic_bike",14928,2024
"6-8","member","May","electric_bike",15478,2024
"8-10","casual","May","classic_bike",7352,2024
"8-10","casual","May","electric_bike",7836,2024
"8-10","member","May","classic_bike",20967,2024
"8-10","member","May","electric_bike",20480,2024
"10-12","casual","May","classic_bike",12778,2024
"10-12","casual","May","electric_bike",10092,2024
"10-12","member","May","classic_bike",17695,2024
"10-12","member","May","electric_bike",15991,2024
"12-14","casual","May","classic_bike",17331,2024
"12-14","casual","May","electric_bike",14281,2024
"12-14","member","May","classic_bike",21881,2024
"12-14","member","May","electric_bike",20312,2024
"14-16","casual","May","classic_bike",18148,2024
"14-16","casual","May","electric_bike",16173,2024
"14-16","member","May","classic_bike",22527,2024
"14-16","member","May","electric_bike",23165,2024
"16-18","casual","May","classic_bike",22771,2024
"16-18","casual","May","electric_bike",22061,2024
"16-18","member","May","classic_bike",38266,2024
"16-18","member","May","electric_bike",36647,2024
"18-20","casual","May","classic_bike",17597,2024
"18-20","casual","May","electric_bike",17220,2024
"18-20","member","May","classic_bike",29460,2024
"18-20","member","May","electric_bike",26594,2024
"20-22","casual","May","classic_bike",8509,2024
"20-22","casual","May","electric_bike",9873,2024
"20-22","member","May","classic_bike",13853,2024
"20-22","member","May","electric_bike",14576,2024
"22-24","casual","May","classic_bike",5238,2024
"22-24","casual","May","electric_bike",6320,2024
"22-24","member","May","classic_bike",5951,2024
"22-24","member","May","electric_bike",8230,2024
"0-2","casual","June","classic_bike",3184,2024
"0-2","casual","June","electric_bike",5586,2024
"0-2","member","June","classic_bike",2126,2024
"0-2","member","June","electric_bike",4105,2024
"2-4","casual","June","classic_bike",1128,2024
"2-4","casual","June","electric_bike",2288,2024
"2-4","member","June","classic_bike",671,2024
"2-4","member","June","electric_bike",1690,2024
"4-6","casual","June","classic_bike",904,2024
"4-6","casual","June","electric_bike",1595,2024
"4-6","member","June","classic_bike",2242,2024
"4-6","member","June","electric_bike",2711,2024
"6-8","casual","June","classic_bike",4052,2024
"6-8","casual","June","electric_bike",5907,2024
"6-8","member","June","classic_bike",15269,2024
"6-8","member","June","electric_bike",16472,2024
"8-10","casual","June","classic_bike",8985,2024
"8-10","casual","June","electric_bike",9773,2024
"8-10","member","June","classic_bike",21109,2024
"8-10","member","June","electric_bike",21575,2024
"10-12","casual","June","classic_bike",15586,2024
"10-12","casual","June","electric_bike",14063,2024
"10-12","member","June","classic_bike",18253,2024
"10-12","member","June","electric_bike",18262,2024
"12-14","casual","June","classic_bike",19982,2024
"12-14","casual","June","electric_bike",19542,2024
"12-14","member","June","classic_bike",21599,2024
"12-14","member","June","electric_bike",23167,2024
"14-16","casual","June","classic_bike",21258,2024
"14-16","casual","June","electric_bike",22858,2024
"14-16","member","June","classic_bike",22689,2024
"14-16","member","June","electric_bike",25630,2024
"16-18","casual","June","classic_bike",25985,2024
"16-18","casual","June","electric_bike",28900,2024
"16-18","member","June","classic_bike",38429,2024
"16-18","member","June","electric_bike",40902,2024
"18-20","casual","June","classic_bike",22016,2024
"18-20","casual","June","electric_bike",23614,2024
"18-20","member","June","classic_bike",30212,2024
"18-20","member","June","electric_bike",31049,2024
"20-22","casual","June","classic_bike",12168,2024
"20-22","casual","June","electric_bike",15126,2024
"20-22","member","June","classic_bike",16271,2024
"20-22","member","June","electric_bike",18130,2024
"22-24","casual","June","classic_bike",7004,2024
"22-24","casual","June","electric_bike",9665,2024
"22-24","member","June","classic_bike",6627,2024
"22-24","member","June","electric_bike",10388,2024
"0-2","casual","July","classic_bike",3538,2024
"0-2","casual","July","electric_bike",5387,2024
"0-2","member","July","classic_bike",2211,2024
"0-2","member","July","electric_bike",4020,2024
"2-4","casual","July","classic_bike",1207,2024
"2-4","casual","July","electric_bike",2124,2024
"2-4","member","July","classic_bike",702,2024
"2-4","member","July","electric_bike",1520,2024
"4-6","casual","July","classic_bike",1038,2024
"4-6","casual","July","electric_bike",1666,2024
"4-6","member","July","classic_bike",2464,2024
"4-6","member","July","electric_bike",2865,2024
"6-8","casual","July","classic_bike",4368,2024
"6-8","casual","July","electric_bike",5962,2024
"6-8","member","July","classic_bike",16710,2024
"6-8","member","July","electric_bike",16578,2024
"8-10","casual","July","classic_bike",9627,2024
"8-10","casual","July","electric_bike",9888,2024
"8-10","member","July","classic_bike",23259,2024
"8-10","member","July","electric_bike",22323,2024
"10-12","casual","July","classic_bike",16341,2024
"10-12","casual","July","electric_bike",13451,2024
"10-12","member","July","classic_bike",18229,2024
"10-12","member","July","electric_bike",17880,2024
"12-14","casual","July","classic_bike",22541,2024
"12-14","casual","July","electric_bike",19973,2024
"12-14","member","July","classic_bike",22153,2024
"12-14","member","July","electric_bike",23373,2024
"14-16","casual","July","classic_bike",23898,2024
"14-16","casual","July","electric_bike",23129,2024
"14-16","member","July","classic_bike",23658,2024
"14-16","member","July","electric_bike",26583,2024
"16-18","casual","July","classic_bike",28436,2024
"16-18","casual","July","electric_bike",28794,2024
"16-18","member","July","classic_bike",42346,2024
"16-18","member","July","electric_bike",41154,2024
"18-20","casual","July","classic_bike",25510,2024
"18-20","casual","July","electric_bike",24167,2024
"18-20","member","July","classic_bike",33547,2024
"18-20","member","July","electric_bike",31469,2024
"20-22","casual","July","classic_bike",15229,2024
"20-22","casual","July","electric_bike",16491,2024
"20-22","member","July","classic_bike",17976,2024
"20-22","member","July","electric_bike",19730,2024
"22-24","casual","July","classic_bike",8310,2024
"22-24","casual","July","electric_bike",9506,2024
"22-24","member","July","classic_bike",7263,2024
"22-24","member","July","electric_bike",10410,2024
"0-2","casual","August","classic_bike",3613,2024
"0-2","casual","August","electric_bike",6312,2024
"0-2","member","August","classic_bike",2408,2024
"0-2","member","August","electric_bike",4843,2024
"2-4","casual","August","classic_bike",1295,2024
"2-4","casual","August","electric_bike",2537,2024
"2-4","member","August","classic_bike",760,2024
"2-4","member","August","electric_bike",1708,2024
"4-6","casual","August","classic_bike",961,2024
"4-6","casual","August","electric_bike",1797,2024
"4-6","member","August","classic_bike",2263,2024
"4-6","member","August","electric_bike",3081,2024
"6-8","casual","August","classic_bike",4264,2024
"6-8","casual","August","electric_bike",6620,2024
"6-8","member","August","classic_bike",16042,2024
"6-8","member","August","electric_bike",17276,2024
"8-10","casual","August","classic_bike",9484,2024
"8-10","casual","August","electric_bike",10886,2024
"8-10","member","August","classic_bike",22843,2024
"8-10","member","August","electric_bike",24048,2024
"10-12","casual","August","classic_bike",16305,2024
"10-12","casual","August","electric_bike",15288,2024
"10-12","member","August","classic_bike",18763,2024
"10-12","member","August","electric_bike",19764,2024
"12-14","casual","August","classic_bike",21604,2024
"12-14","casual","August","electric_bike",21490,2024
"12-14","member","August","classic_bike",22212,2024
"12-14","member","August","electric_bike",24905,2024
"14-16","casual","August","classic_bike",22292,2024
"14-16","casual","August","electric_bike",24590,2024
"14-16","member","August","classic_bike",23012,2024
"14-16","member","August","electric_bike",28457,2024
"16-18","casual","August","classic_bike",26372,2024
"16-18","casual","August","electric_bike",29886,2024
"16-18","member","August","classic_bike",40000,2024
"16-18","member","August","electric_bike",44548,2024
"18-20","casual","August","classic_bike",22327,2024
"18-20","casual","August","electric_bike",24125,2024
"18-20","member","August","classic_bike",32775,2024
"18-20","member","August","electric_bike",33857,2024
"20-22","casual","August","classic_bike",11786,2024
"20-22","casual","August","electric_bike",15100,2024
"20-22","casual","August","electric_scooter",2,2024
"20-22","member","August","classic_bike",15779,2024
"20-22","member","August","electric_bike",19371,2024
"22-24","casual","August","classic_bike",8573,2024
"22-24","casual","August","electric_bike",10828,2024
"22-24","casual","August","electric_scooter",61,2024
"22-24","member","August","classic_bike",7264,2024
"22-24","member","August","electric_bike",11408,2024
"22-24","member","August","electric_scooter",19,2024
"0-2","casual","September","classic_bike",3402,2024
"0-2","casual","September","electric_bike",5456,2024
"0-2","casual","September","electric_scooter",15,2024
"0-2","member","September","classic_bike",2367,2024
"0-2","member","September","electric_bike",4410,2024
"0-2","member","September","electric_scooter",3,2024
"2-4","casual","September","classic_bike",1014,2024
"2-4","casual","September","electric_bike",2169,2024
"2-4","member","September","classic_bike",708,2024
"2-4","member","September","electric_bike",1681,2024
"4-6","casual","September","classic_bike",804,2024
"4-6","casual","September","electric_bike",1558,2024
"4-6","casual","September","electric_scooter",666,2024
"4-6","member","September","classic_bike",1930,2024
"4-6","member","September","electric_bike",2782,2024
"4-6","member","September","electric_scooter",429,2024
"6-8","casual","September","classic_bike",4428,2024
"6-8","casual","September","electric_bike",6743,2024
"6-8","casual","September","electric_scooter",4387,2024
"6-8","member","September","classic_bike",15970,2024
"6-8","member","September","electric_bike",18965,2024
"6-8","member","September","electric_scooter",4538,2024
"8-10","casual","September","classic_bike",8844,2024
"8-10","casual","September","electric_bike",10360,2024
"8-10","casual","September","electric_scooter",6936,2024
"8-10","member","September","classic_bike",23398,2024
"8-10","member","September","electric_bike",24582,2024
"8-10","member","September","electric_scooter",7365,2024
"10-12","casual","September","classic_bike",13528,2024
"10-12","casual","September","electric_bike",12429,2024
"10-12","casual","September","electric_scooter",7234,2024
"10-12","member","September","classic_bike",17992,2024
"10-12","member","September","electric_bike",18548,2024
"10-12","member","September","electric_scooter",4953,2024
"12-14","casual","September","classic_bike",16759,2024
"12-14","casual","September","electric_bike",16818,2024
"12-14","casual","September","electric_scooter",9931,2024
"12-14","member","September","classic_bike",20681,2024
"12-14","member","September","electric_bike",22768,2024
"12-14","member","September","electric_scooter",6016,2024
"14-16","casual","September","classic_bike",18131,2024
"14-16","casual","September","electric_bike",19889,2024
"14-16","casual","September","electric_scooter",11962,2024
"14-16","member","September","classic_bike",22209,2024
"14-16","member","September","electric_bike",26830,2024
"14-16","member","September","electric_scooter",6841,2024
"16-18","casual","September","classic_bike",22077,2024
"16-18","casual","September","electric_bike",25345,2024
"16-18","casual","September","electric_scooter",16148,2024
"16-18","member","September","classic_bike",39450,2024
"16-18","member","September","electric_bike",43678,2024
"16-18","member","September","electric_scooter",11619,2024
"18-20","casual","September","classic_bike",17357,2024
"18-20","casual","September","electric_bike",19637,2024
"18-20","casual","September","electric_scooter",12670,2024
"18-20","member","September","classic_bike",29600,2024
"18-20","member","September","electric_bike",31453,2024
"18-20","member","September","electric_scooter",9359,2024
"20-22","casual","September","classic_bike",8436,2024
"20-22","casual","September","electric_bike",11160,2024
"20-22","casual","September","electric_scooter",8269,2024
"20-22","member","September","classic_bike",12749,2024
"20-22","member","September","electric_bike",16416,2024
"20-22","member","September","electric_scooter",4940,2024
"22-24","casual","September","classic_bike",6251,2024
"22-24","casual","September","electric_bike",8747,2024
"22-24","casual","September","electric_scooter",6934,2024
"22-24","member","September","classic_bike",6254,2024
"22-24","member","September","electric_bike",9849,2024
"22-24","member","September","electric_scooter",3040,2024
"0-2","casual","October","classic_bike",1996,2024
"0-2","casual","October","electric_bike",4152,2024
"0-2","member","October","classic_bike",1853,2024
"0-2","member","October","electric_bike",3907,2024
"2-4","casual","October","classic_bike",721,2024
"2-4","casual","October","electric_bike",1680,2024
"2-4","member","October","classic_bike",599,2024
"2-4","member","October","electric_bike",1576,2024
"4-6","casual","October","classic_bike",706,2024
"4-6","casual","October","electric_bike",1441,2024
"4-6","member","October","classic_bike",1670,2024
"4-6","member","October","electric_bike",2409,2024
"6-8","casual","October","classic_bike",3704,2024
"6-8","casual","October","electric_bike",6158,2024
"6-8","member","October","classic_bike",14085,2024
"6-8","member","October","electric_bike",18382,2024
"8-10","casual","October","classic_bike",8432,2024
"8-10","casual","October","electric_bike",10172,2024
"8-10","member","October","classic_bike",23233,2024
"8-10","member","October","electric_bike",25888,2024
"10-12","casual","October","classic_bike",12488,2024
"10-12","casual","October","electric_bike",11842,2024
"10-12","member","October","classic_bike",17241,2024
"10-12","member","October","electric_bike",18738,2024
"12-14","casual","October","classic_bike",15416,2024
"12-14","casual","October","electric_bike",15015,2024
"12-14","member","October","classic_bike",20811,2024
"12-14","member","October","electric_bike",23241,2024
"14-16","casual","October","classic_bike",16146,2024
"14-16","casual","October","electric_bike",17542,2024
"14-16","member","October","classic_bike",22558,2024
"14-16","member","October","electric_bike",27694,2024
"16-18","casual","October","classic_bike",18158,2024
"16-18","casual","October","electric_bike",21484,2024
"16-18","member","October","classic_bike",38628,2024
"16-18","member","October","electric_bike",43645,2024
"18-20","casual","October","classic_bike",11046,2024
"18-20","casual","October","electric_bike",14618,2024
