"Time_Range","member_casual","month","rideable_type","count","Year"
"18-20","casual","November","electric_bike",8851,2021
"18-20","member","November","classic_bike",15786,2021
"18-20","member","November","electric_bike",17067,2021
"20-22","casual","November","classic_bike",2234,2021
"20-22","casual","November","docked_bike",461,2021
"20-22","casual","November","electric_bike",4995,2021
"20-22","member","November","classic_bike",7780,2021
"20-22","member","November","electric_bike",8874,2021
"22-24","casual","November","classic_bike",1456,2021
"22-24","casual","November","docked_bike",276,2021
"22-24","casual","November","electric_bike",4215,2021
"22-24","member","November","classic_bike",3661,2021
"22-24","member","November","electric_bike",5537,2021
"0-2","casual","December","classic_bike",544,2021
"0-2","casual","December","docked_bike",112,2021
"0-2","casual","December","electric_bike",1646,2021
"0-2","member","December","classic_bike",974,2021
"0-2","member","December","electric_bike",1993,2021
"2-4","casual","December","classic_bike",269,2021
"2-4","casual","December","docked_bike",68,2021
"2-4","casual","December","electric_bike",754,2021
"2-4","member","December","classic_bike",344,2021
"2-4","member","December","electric_bike",638,2021
"4-6","casual","December","classic_bike",207,2021
"4-6","casual","December","docked_bike",31,2021
"4-6","casual","December","electric_bike",683,2021
"4-6","member","December","classic_bike",1111,2021
"4-6","member","December","electric_bike",1430,2021
"6-8","casual","December","classic_bike",711,2021
"6-8","casual","December","docked_bike",98,2021
"6-8","casual","December","electric_bike",2089,2021
"6-8","member","December","classic_bike",7248,2021
"6-8","member","December","electric_bike",7297,2021
"8-10","casual","December","classic_bike",1368,2021
"8-10","casual","December","docked_bike",247,2021
"8-10","casual","December","electric_bike",3257,2021
"8-10","member","December","classic_bike",9795,2021
"8-10","member","December","electric_bike",10577,2021
"10-12","casual","December","classic_bike",2414,2021
"10-12","casual","December","docked_bike",626,2021
"10-12","casual","December","electric_bike",4256,2021
"10-12","member","December","classic_bike",8507,2021
"10-12","member","December","electric_bike",9588,2021
"12-14","casual","December","classic_bike",3146,2021
"12-14","casual","December","docked_bike",1029,2021
"12-14","casual","December","electric_bike",5890,2021
"12-14","member","December","classic_bike",10690,2021
"12-14","member","December","electric_bike",12246,2021
"14-16","casual","December","classic_bike",3421,2021
"14-16","casual","December","docked_bike",1098,2021
"14-16","casual","December","electric_bike",6859,2021
"14-16","member","December","classic_bike",11262,2021
"14-16","member","December","electric_bike",13681,2021
"16-18","casual","December","classic_bike",3157,2021
"16-18","casual","December","docked_bike",704,2021
"16-18","casual","December","electric_bike",7498,2021
"16-18","member","December","classic_bike",14672,2021
"16-18","member","December","electric_bike",17108,2021
"18-20","casual","December","classic_bike",2275,2021
"18-20","casual","December","docked_bike",359,2021
"18-20","casual","December","electric_bike",5586,2021
"18-20","member","December","classic_bike",9439,2021
"18-20","member","December","electric_bike",11973,2021
"20-22","casual","December","classic_bike",1292,2021
"20-22","casual","December","docked_bike",254,2021
"20-22","casual","December","electric_bike",3472,2021
"20-22","member","December","classic_bike",4427,2021
"20-22","member","December","electric_bike",6254,2021
"22-24","casual","December","classic_bike",1002,2021
"22-24","casual","December","docked_bike",302,2021
"22-24","casual","December","electric_bike",3014,2021
"22-24","member","December","classic_bike",2360,2021
"22-24","member","December","electric_bike",4188,2021
"0-2","casual","January","classic_bike",310,2022
"0-2","casual","January","docked_bike",50,2022
"0-2","casual","January","electric_bike",476,2022
"0-2","member","January","classic_bike",514,2022
"0-2","member","January","electric_bike",590,2022
"2-4","casual","January","classic_bike",149,2022
"2-4","casual","January","docked_bike",41,2022
"2-4","casual","January","electric_bike",281,2022
"2-4","member","January","classic_bike",224,2022
"2-4","member","January","electric_bike",305,2022
"4-6","casual","January","classic_bike",92,2022
"4-6","casual","January","docked_bike",10,2022
"4-6","casual","January","electric_bike",156,2022
"4-6","member","January","classic_bike",861,2022
"4-6","member","January","electric_bike",681,2022
"6-8","casual","January","classic_bike",280,2022
"6-8","casual","January","docked_bike",20,2022
"6-8","casual","January","electric_bike",493,2022
"6-8","member","January","classic_bike",4523,2022
"6-8","member","January","electric_bike",2825,2022
"8-10","casual","January","classic_bike",478,2022
"8-10","casual","January","docked_bike",42,2022
"8-10","casual","January","electric_bike",702,2022
"8-10","member","January","classic_bike",5541,2022
"8-10","member","January","electric_bike",3815,2022
"10-12","casual","January","classic_bike",863,2022
"10-12","casual","January","docked_bike",100,2022
"10-12","casual","January","electric_bike",966,2022
"10-12","member","January","classic_bike",4668,2022
"10-12","member","January","electric_bike",3362,2022
"12-14","casual","January","classic_bike",912,2022
"12-14","casual","January","docked_bike",181,2022
"12-14","casual","January","electric_bike",1399,2022
"12-14","member","January","classic_bike",5866,2022
"12-14","member","January","electric_bike",4574,2022
"14-16","casual","January","classic_bike",1029,2022
"14-16","casual","January","docked_bike",210,2022
"14-16","casual","January","electric_bike",1624,2022
"14-16","member","January","classic_bike",6298,2022
"14-16","member","January","electric_bike",5336,2022
"16-18","casual","January","classic_bike",1197,2022
"16-18","casual","January","docked_bike",146,2022
"16-18","casual","January","electric_bike",1741,2022
"16-18","member","January","classic_bike",9682,2022
"16-18","member","January","electric_bike",7083,2022
"18-20","casual","January","classic_bike",888,2022
"18-20","casual","January","docked_bike",75,2022
"18-20","casual","January","electric_bike",1315,2022
"18-20","member","January","classic_bike",6174,2022
"18-20","member","January","electric_bike",4847,2022
"20-22","casual","January","classic_bike",462,2022
"20-22","casual","January","docked_bike",50,2022
"20-22","casual","January","electric_bike",786,2022
"20-22","member","January","classic_bike",2642,2022
"20-22","member","January","electric_bike",2359,2022
"22-24","casual","January","classic_bike",314,2022
"22-24","casual","January","docked_bike",36,2022
"22-24","casual","January","electric_bike",646,2022
"22-24","member","January","classic_bike",1100,2022
"22-24","member","January","electric_bike",1380,2022
"0-2","casual","February","classic_bike",169,2022
"0-2","casual","February","docked_bike",34,2022
"0-2","casual","February","electric_bike",377,2022
"0-2","member","February","classic_bike",442,2022
"0-2","member","February","electric_bike",618,2022
"2-4","casual","February","classic_bike",82,2022
"2-4","casual","February","docked_bike",20,2022
"2-4","casual","February","electric_bike",182,2022
"2-4","member","February","classic_bike",194,2022
"2-4","member","February","electric_bike",279,2022
"4-6","casual","February","classic_bike",85,2022
"4-6","casual","February","docked_bike",9,2022
"4-6","casual","February","electric_bike",193,2022
"4-6","member","February","classic_bike",884,2022
"4-6","member","February","electric_bike",665,2022
"6-8","casual","February","classic_bike",338,2022
"6-8","casual","February","docked_bike",29,2022
"6-8","casual","February","electric_bike",561,2022
"6-8","member","February","classic_bike",4850,2022
"6-8","member","February","electric_bike",3675,2022
"8-10","casual","February","classic_bike",617,2022
"8-10","casual","February","docked_bike",44,2022
"8-10","casual","February","electric_bike",819,2022
"8-10","member","February","classic_bike",6446,2022
"8-10","member","February","electric_bike",4780,2022
"10-12","casual","February","classic_bike",860,2022
"10-12","casual","February","docked_bike",143,2022
"10-12","casual","February","electric_bike",1013,2022
"10-12","member","February","classic_bike",4758,2022
"10-12","member","February","electric_bike",3881,2022
"12-14","casual","February","classic_bike",1256,2022
"12-14","casual","February","docked_bike",202,2022
"12-14","casual","February","electric_bike",1514,2022
"12-14","member","February","classic_bike",6335,2022
"12-14","member","February","electric_bike",5234,2022
"14-16","casual","February","classic_bike",1379,2022
"14-16","casual","February","docked_bike",306,2022
"14-16","casual","February","electric_bike",1866,2022
"14-16","member","February","classic_bike",6551,2022
"14-16","member","February","electric_bike",5796,2022
"16-18","casual","February","classic_bike",1507,2022
"16-18","casual","February","docked_bike",277,2022
"16-18","casual","February","electric_bike",2218,2022
"16-18","member","February","classic_bike",10056,2022
"16-18","member","February","electric_bike",8258,2022
"18-20","casual","February","classic_bike",967,2022
"18-20","casual","February","docked_bike",141,2022
"18-20","casual","February","electric_bike",1493,2022
"18-20","member","February","classic_bike",6556,2022
"18-20","member","February","electric_bike",5359,2022
"20-22","casual","February","classic_bike",512,2022
"20-22","casual","February","docked_bike",91,2022
"20-22","casual","February","electric_bike",910,2022
"20-22","member","February","classic_bike",2825,2022
"20-22","member","February","electric_bike",2756,2022
"22-24","casual","February","classic_bike",335,2022
"22-24","casual","February","docked_bike",65,2022
"22-24","casual","February","electric_bike",802,2022
"22-24","member","February","classic_bike",1410,2022
"22-24","member","February","electric_bike",1585,2022
"0-2","casual","March","classic_bike",572,2022
"0-2","casual","March","docked_bike",162,2022
"0-2","casual","March","electric_bike",1078,2022
"0-2","member","March","classic_bike",933,2022
"0-2","member","March","electric_bike",1317,2022
"2-4","casual","March","classic_bike",222,2022
"2-4","casual","March","docked_bike",84,2022
"2-4","casual","March","electric_bike",445,2022
"2-4","member","March","classic_bike",339,2022
"2-4","member","March","electric_bike",515,2022
"4-6","casual","March","classic_bike",176,2022
"4-6","casual","March","docked_bike",50,2022
"4-6","casual","March","electric_bike",423,2022
"4-6","member","March","classic_bike",1284,2022
"4-6","member","March","electric_bike",1250,2022
"6-8","casual","March","classic_bike",1013,2022
"6-8","casual","March","docked_bike",132,2022
"6-8","casual","March","electric_bike",1933,2022
"6-8","member","March","classic_bike",8973,2022
"6-8","member","March","electric_bike",8120,2022
"8-10","casual","March","classic_bike",1939,2022
"8-10","casual","March","docked_bike",292,2022
"8-10","casual","March","electric_bike",3196,2022
"8-10","member","March","classic_bike",11815,2022
"8-10","member","March","electric_bike",10470,2022
"10-12","casual","March","classic_bike",3341,2022
"10-12","casual","March","docked_bike",760,2022
"10-12","casual","March","electric_bike",3856,2022
"10-12","member","March","classic_bike",8621,2022
"10-12","member","March","electric_bike",8594,2022
"12-14","casual","March","classic_bike",5583,2022
"12-14","casual","March","docked_bike",1432,2022
"12-14","casual","March","electric_bike",5973,2022
"12-14","member","March","classic_bike",11316,2022
"12-14","member","March","electric_bike",11143,2022
"14-16","casual","March","classic_bike",6544,2022
"14-16","casual","March","docked_bike",1821,2022
"14-16","casual","March","electric_bike",7771,2022
"14-16","member","March","classic_bike",12538,2022
"14-16","member","March","electric_bike",12287,2022
"16-18","casual","March","classic_bike",7523,2022
"16-18","casual","March","docked_bike",1812,2022
"16-18","casual","March","electric_bike",9388,2022
"16-18","member","March","classic_bike",21057,2022
"16-18","member","March","electric_bike",18514,2022
"18-20","casual","March","classic_bike",5080,2022
"18-20","casual","March","docked_bike",1042,2022
"18-20","casual","March","electric_bike",6388,2022
"18-20","member","March","classic_bike",13751,2022
"18-20","member","March","electric_bike",12948,2022
"20-22","casual","March","classic_bike",2067,2022
"20-22","casual","March","docked_bike",449,2022
"20-22","casual","March","electric_bike",3087,2022
"20-22","member","March","classic_bike",5703,2022
"20-22","member","March","electric_bike",6358,2022
"22-24","casual","March","classic_bike",1327,2022
"22-24","casual","March","docked_bike",322,2022
"22-24","casual","March","electric_bike",2599,2022
"22-24","member","March","classic_bike",2722,2022
"22-24","member","March","electric_bike",3592,2022
"0-2","casual","April","classic_bike",1269,2022
"0-2","casual","April","docked_bike",279,2022
"0-2","casual","April","electric_bike",1899,2022
"0-2","member","April","classic_bike",1513,2022
"0-2","member","April","electric_bike",2041,2022
"2-4","casual","April","classic_bike",525,2022
"2-4","casual","April","docked_bike",119,2022
"2-4","casual","April","electric_bike",852,2022
"2-4","member","April","classic_bike",464,2022
"2-4","member","April","electric_bike",732,2022
"4-6","casual","April","classic_bike",304,2022
"4-6","casual","April","docked_bike",65,2022
"4-6","casual","April","electric_bike",679,2022
"4-6","member","April","classic_bike",1349,2022
"4-6","member","April","electric_bike",1500,2022
"6-8","casual","April","classic_bike",1284,2022
"6-8","casual","April","docked_bike",138,2022
"6-8","casual","April","electric_bike",2672,2022
"6-8","member","April","classic_bike",10480,2022
"6-8","member","April","electric_bike",9786,2022
"8-10","casual","April","classic_bike",2841,2022
"8-10","casual","April","docked_bike",537,2022
"8-10","casual","April","electric_bike",4458,2022
"8-10","member","April","classic_bike",14161,2022
"8-10","member","April","electric_bike",13362,2022
"10-12","casual","April","classic_bike",5019,2022
"10-12","casual","April","docked_bike",1456,2022
"10-12","casual","April","electric_bike",6142,2022
"10-12","member","April","classic_bike",11140,2022
"10-12","member","April","electric_bike",12172,2022
"12-14","casual","April","classic_bike",6847,2022
"12-14","casual","April","docked_bike",2045,2022
"12-14","casual","April","electric_bike",8538,2022
"12-14","member","April","classic_bike",13697,2022
"12-14","member","April","electric_bike",15572,2022
"14-16","casual","April","classic_bike",7492,2022
"14-16","casual","April","docked_bike",2238,2022
"14-16","casual","April","electric_bike",10109,2022
"14-16","member","April","classic_bike",14145,2022
"14-16","member","April","electric_bike",15997,2022
"16-18","casual","April","classic_bike",8733,2022
"16-18","casual","April","docked_bike",2256,2022
"16-18","casual","April","electric_bike",12031,2022
"16-18","member","April","classic_bike",22979,2022
"16-18","member","April","electric_bike",22422,2022
"18-20","casual","April","classic_bike",7132,2022
"18-20","casual","April","docked_bike",1549,2022
"18-20","casual","April","electric_bike",9738,2022
"18-20","member","April","classic_bike",17581,2022
"18-20","member","April","electric_bike",17429,2022
"20-22","casual","April","classic_bike",3428,2022
"20-22","casual","April","docked_bike",841,2022
"20-22","casual","April","electric_bike",5283,2022
"20-22","member","April","classic_bike",7674,2022
"20-22","member","April","electric_bike",9127,2022
"22-24","casual","April","classic_bike",2669,2022
"22-24","casual","April","docked_bike",593,2022
"22-24","casual","April","electric_bike",4357,2022
"22-24","member","April","classic_bike",3986,2022
"22-24","member","April","electric_bike",5523,2022
"0-2","casual","May","classic_bike",3811,2022
"0-2","casual","May","docked_bike",711,2022
"0-2","casual","May","electric_bike",4220,2022
"0-2","member","May","classic_bike",3024,2022
"0-2","member","May","electric_bike",3255,2022
"2-4","casual","May","classic_bike",1350,2022
"2-4","casual","May","docked_bike",275,2022
"2-4","casual","May","electric_bike",1757,2022
"2-4","member","May","classic_bike",958,2022
"2-4","member","May","electric_bike",1252,2022
"4-6","casual","May","classic_bike",663,2022
"4-6","casual","May","docked_bike",133,2022
"4-6","casual","May","electric_bike",1203,2022
"4-6","member","May","classic_bike",2167,2022
"4-6","member","May","electric_bike",2113,2022
"6-8","casual","May","classic_bike",2994,2022
"6-8","casual","May","docked_bike",381,2022
"6-8","casual","May","electric_bike",4465,2022
"6-8","member","May","classic_bike",14668,2022
"6-8","member","May","electric_bike",11233,2022
"8-10","casual","May","classic_bike",6545,2022
"8-10","casual","May","docked_bike",1313,2022
"8-10","casual","May","electric_bike",7663,2022
"8-10","member","May","classic_bike",19341,2022
"8-10","member","May","electric_bike",15094,2022
"10-12","casual","May","classic_bike",12132,2022
"10-12","casual","May","docked_bike",2980,2022
"10-12","casual","May","electric_bike",11355,2022
"10-12","member","May","classic_bike",17986,2022
"10-12","member","May","electric_bike",14362,2022
"12-14","casual","May","classic_bike",17109,2022
"12-14","casual","May","docked_bike",4102,2022
"12-14","casual","May","electric_bike",15741,2022
"12-14","member","May","classic_bike",22423,2022
"12-14","member","May","electric_bike",18027,2022
"14-16","casual","May","classic_bike",18243,2022
"14-16","casual","May","docked_bike",4565,2022
"14-16","casual","May","electric_bike",18156,2022
"14-16","member","May","classic_bike",23237,2022
"14-16","member","May","electric_bike",19228,2022
"16-18","casual","May","classic_bike",23620,2022
"16-18","casual","May","docked_bike",4754,2022
"16-18","casual","May","electric_bike",23728,2022
"16-18","member","May","classic_bike",39574,2022
"16-18","member","May","electric_bike",28826,2022
"18-20","casual","May","classic_bike",20755,2022
"18-20","casual","May","docked_bike",3528,2022
"18-20","casual","May","electric_bike",19360,2022
"18-20","member","May","classic_bike",31540,2022
"18-20","member","May","electric_bike",22765,2022
"20-22","casual","May","classic_bike",11116,2022
"20-22","casual","May","docked_bike",2216,2022
"20-22","casual","May","electric_bike",11851,2022
"20-22","member","May","classic_bike",15205,2022
"20-22","member","May","electric_bike",12867,2022
"22-24","casual","May","classic_bike",7737,2022
"22-24","casual","May","docked_bike",1451,2022
"22-24","casual","May","electric_bike",8432,2022
"22-24","member","May","classic_bike",7848,2022
"22-24","member","May","electric_bike",7450,2022
"0-2","casual","June","classic_bike",5451,2022
"0-2","casual","June","docked_bike",816,2022
"0-2","casual","June","electric_bike",5918,2022
"0-2","member","June","classic_bike",3646,2022
"0-2","member","June","electric_bike",3595,2022
"2-4","casual","June","classic_bike",1633,2022
"2-4","casual","June","docked_bike",266,2022
"2-4","casual","June","electric_bike",2225,2022
"2-4","member","June","classic_bike",1087,2022
"2-4","member","June","electric_bike",1335,2022
"4-6","casual","June","classic_bike",1060,2022
"4-6","casual","June","docked_bike",203,2022
"4-6","casual","June","electric_bike",1820,2022
"4-6","member","June","classic_bike",2799,2022
"4-6","member","June","electric_bike",2371,2022
"6-8","casual","June","classic_bike",4804,2022
"6-8","casual","June","docked_bike",486,2022
"6-8","casual","June","electric_bike",6346,2022
"6-8","member","June","classic_bike",18598,2022
"6-8","member","June","electric_bike",12616,2022
"8-10","casual","June","classic_bike",8770,2022
"8-10","casual","June","docked_bike",1310,2022
"8-10","casual","June","electric_bike",10121,2022
"8-10","member","June","classic_bike",22793,2022
"8-10","member","June","electric_bike",15764,2022
"10-12","casual","June","classic_bike",14333,2022
"10-12","casual","June","docked_bike",3402,2022
"10-12","casual","June","electric_bike",13834,2022
"10-12","member","June","classic_bike",19063,2022
"10-12","member","June","electric_bike",14067,2022
"12-14","casual","June","classic_bike",19220,2022
"12-14","casual","June","docked_bike",4354,2022
"12-14","casual","June","electric_bike",19346,2022
"12-14","member","June","classic_bike",23852,2022
"12-14","member","June","electric_bike",17233,2022
"14-16","casual","June","classic_bike",22563,2022
"14-16","casual","June","docked_bike",5034,2022
"14-16","casual","June","electric_bike",22997,2022
"14-16","member","June","classic_bike",26083,2022
"14-16","member","June","electric_bike",19189,2022
"16-18","casual","June","classic_bike",31382,2022
"16-18","casual","June","docked_bike",5482,2022
"16-18","casual","June","electric_bike",30486,2022
"16-18","member","June","classic_bike",47087,2022
"16-18","member","June","electric_bike",29933,2022
"18-20","casual","June","classic_bike",30356,2022
"18-20","casual","June","docked_bike",4475,2022
"18-20","casual","June","electric_bike",25630,2022
"18-20","member","June","classic_bike",39549,2022
"18-20","member","June","electric_bike",23551,2022
"20-22","casual","June","classic_bike",18238,2022
"20-22","casual","June","docked_bike",2909,2022
"20-22","casual","June","electric_bike",17378,2022
"20-22","member","June","classic_bike",21463,2022
"20-22","member","June","electric_bike",14693,2022
"22-24","casual","June","classic_bike",12186,2022
"22-24","casual","June","docked_bike",1903,2022
"22-24","casual","June","electric_bike",12314,2022
"22-24","member","June","classic_bike",10644,2022
"22-24","member","June","electric_bike",9142,2022
"0-2","casual","July","classic_bike",5003,2022
"0-2","casual","July","docked_bike",816,2022
"0-2","casual","July","electric_bike",8792,2022
"0-2","member","July","classic_bike",3602,2022
"0-2","member","July","electric_bike",4960,2022
"2-4","casual","July","classic_bike",1836,2022
"2-4","casual","July","docked_bike",326,2022
"2-4","casual","July","electric_bike",3588,2022
"2-4","member","July","classic_bike",1176,2022
"2-4","member","July","electric_bike",1795,2022
"4-6","casual","July","classic_bike",950,2022
"4-6","casual","July","docked_bike",161,2022
"4-6","casual","July","electric_bike",2132,2022
"4-6","member","July","classic_bike",2284,2022
"4-6","member","July","electric_bike",2710,2022
"6-8","casual","July","classic_bike",3883,2022
"6-8","casual","July","docked_bike",426,2022
"6-8","casual","July","electric_bike",7162,2022
"6-8","member","July","classic_bike",15318,2022
"6-8","member","July","electric_bike",14192,2022
"8-10","casual","July","classic_bike",7955,2022
"8-10","casual","July","docked_bike",1290,2022
"8-10","casual","July","electric_bike",12558,2022
"8-10","member","July","classic_bike",20341,2022
"8-10","member","July","electric_bike",18872,2022
"10-12","casual","July","classic_bike",14070,2022
"10-12","casual","July","docked_bike",3344,2022
"10-12","casual","July","electric_bike",18694,2022
"10-12","member","July","classic_bike",19586,2022
"10-12","member","July","electric_bike",16969,2022
"12-14","casual","July","classic_bike",20486,2022
"12-14","casual","July","docked_bike",4912,2022
"12-14","casual","July","electric_bike",26439,2022
"12-14","member","July","classic_bike",24218,2022
"12-14","member","July","electric_bike",21560,2022
"14-16","casual","July","classic_bike",22283,2022
"14-16","casual","July","docked_bike",5561,2022
"14-16","casual","July","electric_bike",29975,2022
"14-16","member","July","classic_bike",25125,2022
"14-16","member","July","electric_bike",23603,2022
"16-18","casual","July","classic_bike",26680,2022
"16-18","casual","July","docked_bike",4985,2022
"16-18","casual","July","electric_bike",37316,2022
"16-18","member","July","classic_bike",40764,2022
"16-18","member","July","electric_bike",36079,2022
"18-20","casual","July","classic_bike",25536,2022
"18-20","casual","July","docked_bike",4279,2022
"18-20","casual","July","electric_bike",32699,2022
"18-20","member","July","classic_bike",35032,2022
"18-20","member","July","electric_bike",29292,2022
"20-22","casual","July","classic_bike",16222,2022
"20-22","casual","July","docked_bike",3032,2022
"20-22","casual","July","electric_bike",23145,2022
"20-22","member","July","classic_bike",19821,2022
"20-22","member","July","electric_bike",18703,2022
"22-24","casual","July","classic_bike",11191,2022
"22-24","casual","July","docked_bike",1923,2022
"22-24","casual","July","electric_bike",16405,2022
"22-24","member","July","classic_bike",9811,2022
"22-24","member","July","electric_bike",11620,2022
"0-2","casual","August","classic_bike",3950,2022
"0-2","casual","August","docked_bike",695,2022
"0-2","casual","August","electric_bike",7642,2022
"0-2","member","August","classic_bike",3094,2022
"0-2","member","August","electric_bike",4642,2022
"2-4","casual","August","classic_bike",1493,2022
"2-4","casual","August","docked_bike",248,2022
"2-4","casual","August","electric_bike",3015,2022
"2-4","member","August","classic_bike",948,2022
"2-4","member","August","electric_bike",1642,2022
"4-6","casual","August","classic_bike",835,2022
"4-6","casual","August","docked_bike",122,2022
"4-6","casual","August","electric_bike",2398,2022
"4-6","member","August","classic_bike",2280,2022
"4-6","member","August","electric_bike",2784,2022
"6-8","casual","August","classic_bike",4218,2022
"6-8","casual","August","docked_bike",430,2022
"6-8","casual","August","electric_bike",8744,2022
"6-8","member","August","classic_bike",17591,2022
"6-8","member","August","electric_bike",16799,2022
"8-10","casual","August","classic_bike",7550,2022
"8-10","casual","August","docked_bike",1304,2022
"8-10","casual","August","electric_bike",13163,2022
"8-10","member","August","classic_bike",21624,2022
"8-10","member","August","electric_bike",20955,2022
"10-12","casual","August","classic_bike",11841,2022
"10-12","casual","August","docked_bike",3145,2022
"10-12","casual","August","electric_bike",17511,2022
"10-12","member","August","classic_bike",18475,2022
"10-12","member","August","electric_bike",17962,2022
"12-14","casual","August","classic_bike",15198,2022
"12-14","casual","August","docked_bike",4117,2022
"12-14","casual","August","electric_bike",22891,2022
"12-14","member","August","classic_bike",21886,2022
"12-14","member","August","electric_bike",21545,2022
"14-16","casual","August","classic_bike",16628,2022
"14-16","casual","August","docked_bike",4569,2022
"14-16","casual","August","electric_bike",26565,2022
"14-16","member","August","classic_bike",23578,2022
"14-16","member","August","electric_bike",24384,2022
"16-18","casual","August","classic_bike",22805,2022
"16-18","casual","August","docked_bike",4369,2022
"16-18","casual","August","electric_bike",36138,2022
"16-18","member","August","classic_bike",42465,2022
"16-18","member","August","electric_bike",39650,2022
"18-20","casual","August","classic_bike",22992,2022
"18-20","casual","August","docked_bike",3621,2022
"18-20","casual","August","electric_bike",31754,2022
"18-20","member","August","classic_bike",36423,2022
"18-20","member","August","electric_bike",32018,2022
"20-22","casual","August","classic_bike",12927,2022
"20-22","casual","August","docked_bike",2167,2022
"20-22","casual","August","electric_bike",19865,2022
"20-22","member","August","classic_bike",18367,2022
"20-22","member","August","electric_bike",18378,2022
"22-24","casual","August","classic_bike",8198,2022
"22-24","casual","August","docked_bike",1536,2022
"22-24","casual","August","electric_bike",14280,2022
"22-24","member","August","classic_bike",8684,2022
"22-24","member","August","electric_bike",10834,2022
"0-2","casual","September","classic_bike",3640,2022
"0-2","casual","September","docked_bike",539,2022
"0-2","casual","September","electric_bike",6227,2022
"0-2","member","September","classic_bike",3181,2022
"0-2","member","September","electric_bike",4424,2022
"2-4","casual","September","classic_bike",1250,2022
"2-4","casual","September","docked_bike",246,2022
"2-4","casual","September","electric_bike",2629,2022
"2-4","member","September","classic_bike",1104,2022
"2-4","member","September","electric_bike",1821,2022
"4-6","casual","September","classic_bike",641,2022
"4-6","casual","September","docked_bike",106,2022
"4-6","casual","September","electric_bike",1917,2022
"4-6","member","September","classic_bike",2034,2022
"4-6","member","September","electric_bike",2586,2022
"6-8","casual","September","classic_bike",3658,2022
"6-8","casual","September","docked_bike",422,2022
"6-8","casual","September","electric_bike",8003,2022
"6-8","member","September","classic_bike",15796,2022
"6-8","member","September","electric_bike",15492,2022
"8-10","casual","September","classic_bike",6572,2022
"8-10","casual","September","docked_bike",995,2022
"8-10","casual","September","electric_bike",11778,2022
"8-10","member","September","classic_bike",20929,2022
"8-10","member","September","electric_bike",20908,2022
"10-12","casual","September","classic_bike",9709,2022
"10-12","casual","September","docked_bike",2313,2022
"10-12","casual","September","electric_bike",14431,2022
"10-12","member","September","classic_bike",17555,2022
"10-12","member","September","electric_bike",17295,2022
"12-14","casual","September","classic_bike",13145,2022
"12-14","casual","September","docked_bike",3243,2022
"12-14","casual","September","electric_bike",20065,2022
"12-14","member","September","classic_bike",22145,2022
"12-14","member","September","electric_bike",22350,2022
"14-16","casual","September","classic_bike",14861,2022
"14-16","casual","September","docked_bike",3518,2022
"14-16","casual","September","electric_bike",24070,2022
"14-16","member","September","classic_bike",23638,2022
"14-16","member","September","electric_bike",24930,2022
"16-18","casual","September","classic_bike",18828,2022
"16-18","casual","September","docked_bike",3511,2022
"16-18","casual","September","electric_bike",30994,2022
"16-18","member","September","classic_bike",39949,2022
"16-18","member","September","electric_bike",37891,2022
"18-20","casual","September","classic_bike",17207,2022
"18-20","casual","September","docked_bike",2492,2022
"18-20","casual","September","electric_bike",24900,2022
"18-20","member","September","classic_bike",31423,2022
"18-20","member","September","electric_bike",29642,2022
"20-22","casual","September","classic_bike",8705,2022
"20-22","casual","September","docked_bike",1395,2022
"20-22","casual","September","electric_bike",14521,2022
"20-22","member","September","classic_bike",14937,2022
"20-22","member","September","electric_bike",15990,2022
"22-24","casual","September","classic_bike",7159,2022
"22-24","casual","September","docked_bike",1046,2022
"22-24","casual","September","electric_bike",11961,2022
"22-24","member","September","classic_bike",8076,2022
"22-24","member","September","electric_bike",10546,2022
"0-2","casual","October","classic_bike",1728,2022
"0-2","casual","October","docked_bike",279,2022
"0-2","casual","October","electric_bike",5011,2022
"0-2","member","October","classic_bike",2196,2022
"0-2","member","October","electric_bike",4343,2022
"2-4","casual","October","classic_bike",654,2022
"2-4","casual","October","docked_bike",125,2022
"2-4","casual","October","electric_bike",2054,2022
"2-4","member","October","classic_bike",773,2022
"2-4","member","October","electric_bike",1716,2022
"4-6","casual","October","classic_bike",360,2022
"4-6","casual","October","docked_bike",52,2022
"4-6","casual","October","electric_bike",1410,2022
"4-6","member","October","classic_bike",1412,2022
"4-6","member","October","electric_bike",2433,2022
"6-8","casual","October","classic_bike",2042,2022
"6-8","casual","October","docked_bike",258,2022
"6-8","casual","October","electric_bike",5631,2022
"6-8","member","October","classic_bike",10863,2022
"6-8","member","October","electric_bike",14122,2022
"8-10","casual","October","classic_bike",4399,2022
"8-10","casual","October","docked_bike",718,2022
"8-10","casual","October","electric_bike",9977,2022
"8-10","member","October","classic_bike",16319,2022
"8-10","member","October","electric_bike",20946,2022
"10-12","casual","October","classic_bike",7219,2022
"10-12","casual","October","docked_bike",1671,2022
"10-12","casual","October","electric_bike",13616,2022
"10-12","member","October","classic_bike",15126,2022
"10-12","member","October","electric_bike",18326,2022
"12-14","casual","October","classic_bike",9448,2022
"12-14","casual","October","docked_bike",2385,2022
"12-14","casual","October","electric_bike",18206,2022
"12-14","member","October","classic_bike",19130,2022
"12-14","member","October","electric_bike",23337,2022
"14-16","casual","October","classic_bike",10240,2022
"14-16","casual","October","docked_bike",2574,2022
"14-16","casual","October","electric_bike",20581,2022
"14-16","member","October","classic_bike",20173,2022
"14-16","member","October","electric_bike",25755,2022
"16-18","casual","October","classic_bike",11190,2022
