"Day","month","member_casual","rideable_type","mean_count","Year"
"Wed","July","casual","electric_bike",6117,2022
"Wed","July","member","classic_bike",7708,2022
"Wed","July","member","electric_bike",7195,2022
"Thu","July","casual","classic_bike",4347,2022
"Thu","July","casual","docked_bike",718,2022
"Thu","July","casual","electric_bike",6884,2022
"Thu","July","member","classic_bike",7704,2022
"Thu","July","member","electric_bike",7584,2022
"Fri","July","casual","classic_bike",3983,2022
"Fri","July","casual","docked_bike",739,2022
"Fri","July","casual","electric_bike",6579,2022
"Fri","July","member","classic_bike",6125,2022
"Fri","July","member","electric_bike",6204,2022
"Sat","July","casual","classic_bike",8017,2022
"Sat","July","casual","docked_bike",1620,2022
"Sat","July","casual","electric_bike",9409,2022
"Sat","July","member","classic_bike",7349,2022
"Sat","July","member","electric_bike",6425,2022
"Sun","August","casual","classic_bike",4465,2022
"Sun","August","casual","docked_bike",1003,2022
"Sun","August","casual","electric_bike",6571,2022
"Sun","August","member","classic_bike",5414,2022
"Sun","August","member","electric_bike",5330,2022
"Mon","August","casual","classic_bike",2908,2022
"Mon","August","casual","docked_bike",605,2022
"Mon","August","casual","electric_bike",4959,2022
"Mon","August","member","classic_bike",6487,2022
"Mon","August","member","electric_bike",6033,2022
"Tue","August","casual","classic_bike",3542,2022
"Tue","August","casual","docked_bike",731,2022
"Tue","August","casual","electric_bike",6029,2022
"Tue","August","member","classic_bike",7845,2022
"Tue","August","member","electric_bike",7498,2022
"Wed","August","casual","classic_bike",3533,2022
"Wed","August","casual","docked_bike",662,2022
"Wed","August","casual","electric_bike",6103,2022
"Wed","August","member","classic_bike",7627,2022
"Wed","August","member","electric_bike",7696,2022
"Thu","August","casual","classic_bike",3680,2022
"Thu","August","casual","docked_bike",665,2022
"Thu","August","casual","electric_bike",6243,2022
"Thu","August","member","classic_bike",7210,2022
"Thu","August","member","electric_bike",7168,2022
"Fri","August","casual","classic_bike",5080,2022
"Fri","August","casual","docked_bike",1084,2022
"Fri","August","casual","electric_bike",8054,2022
"Fri","August","member","classic_bike",7259,2022
"Fri","August","member","electric_bike",7416,2022
"Sat","August","casual","classic_bike",6455,2022
"Sat","August","casual","docked_bike",1332,2022
"Sat","August","casual","electric_bike",8761,2022
"Sat","August","member","classic_bike",6522,2022
"Sat","August","member","electric_bike",6450,2022
"Sun","September","casual","classic_bike",3547,2022
"Sun","September","casual","docked_bike",731,2022
"Sun","September","casual","electric_bike",4786,2022
"Sun","September","member","classic_bike",4595,2022
"Sun","September","member","electric_bike",4340,2022
"Mon","September","casual","classic_bike",2690,2022
"Mon","September","casual","docked_bike",616,2022
"Mon","September","casual","electric_bike",4457,2022
"Mon","September","member","classic_bike",6157,2022
"Mon","September","member","electric_bike",5698,2022
"Tue","September","casual","classic_bike",2414,2022
"Tue","September","casual","docked_bike",426,2022
"Tue","September","casual","electric_bike",4557,2022
"Tue","September","member","classic_bike",7245,2022
"Tue","September","member","electric_bike",7014,2022
"Wed","September","casual","classic_bike",2781,2022
"Wed","September","casual","docked_bike",492,2022
"Wed","September","casual","electric_bike",5103,2022
"Wed","September","member","classic_bike",7564,2022
"Wed","September","member","electric_bike",7812,2022
"Thu","September","casual","classic_bike",3058,2022
"Thu","September","casual","docked_bike",486,2022
"Thu","September","casual","electric_bike",5624,2022
"Thu","September","member","classic_bike",7341,2022
"Thu","September","member","electric_bike",7977,2022
"Fri","September","casual","classic_bike",3798,2022
"Fri","September","casual","docked_bike",676,2022
"Fri","September","casual","electric_bike",6803,2022
"Fri","September","member","classic_bike",6964,2022
"Fri","September","member","electric_bike",7502,2022
"Sat","September","casual","classic_bike",6342,2022
"Sat","September","casual","docked_bike",1240,2022
"Sat","September","casual","electric_bike",8438,2022
"Sat","September","member","classic_bike",6749,2022
"Sat","September","member","electric_bike",6756,2022
"Sun","October","casual","classic_bike",2852,2022
"Sun","October","casual","docked_bike",605,2022
"Sun","October","casual","electric_bike",5480,2022
"Sun","October","member","classic_bike",4454,2022
"Sun","October","member","electric_bike",5619,2022
"Mon","October","casual","classic_bike",1595,2022
"Mon","October","casual","docked_bike",330,2022
"Mon","October","casual","electric_bike",3523,2022
"Mon","October","member","classic_bike",5288,2022
"Mon","October","member","electric_bike",6370,2022
"Tue","October","casual","classic_bike",1063,2022
"Tue","October","casual","docked_bike",178,2022
"Tue","October","casual","electric_bike",2682,2022
"Tue","October","member","classic_bike",4347,2022
"Tue","October","member","electric_bike",5590,2022
"Wed","October","casual","classic_bike",1389,2022
"Wed","October","casual","docked_bike",243,2022
"Wed","October","casual","electric_bike",3516,2022
"Wed","October","member","classic_bike",5336,2022
"Wed","October","member","electric_bike",6887,2022
"Thu","October","casual","classic_bike",1464,2022
"Thu","October","casual","docked_bike",292,2022
"Thu","October","casual","electric_bike",3890,2022
"Thu","October","member","classic_bike",5172,2022
"Thu","October","member","electric_bike",7137,2022
"Fri","October","casual","classic_bike",1759,2022
"Fri","October","casual","docked_bike",419,2022
"Fri","October","casual","electric_bike",4317,2022
"Fri","October","member","classic_bike",4657,2022
"Fri","October","member","electric_bike",6599,2022
"Sat","October","casual","classic_bike",3327,2022
"Sat","October","casual","docked_bike",682,2022
"Sat","October","casual","electric_bike",6435,2022
"Sat","October","member","classic_bike",5046,2022
"Sat","October","member","electric_bike",6581,2022
"Sun","November","casual","classic_bike",1135,2022
"Sun","November","casual","docked_bike",228,2022
"Sun","November","casual","electric_bike",1761,2022
"Sun","November","member","classic_bike",2526,2022
"Sun","November","member","electric_bike",2776,2022
"Mon","November","casual","classic_bike",778,2022
"Mon","November","casual","docked_bike",128,2022
"Mon","November","casual","electric_bike",1669,2022
"Mon","November","member","classic_bike",3911,2022
"Mon","November","member","electric_bike",4165,2022
"Tue","November","casual","classic_bike",925,2022
"Tue","November","casual","docked_bike",154,2022
"Tue","November","casual","electric_bike",2083,2022
"Tue","November","member","classic_bike",4298,2022
"Tue","November","member","electric_bike",4924,2022
"Wed","November","casual","classic_bike",1086,2022
"Wed","November","casual","docked_bike",172,2022
"Wed","November","casual","electric_bike",2298,2022
"Wed","November","member","classic_bike",4416,2022
"Wed","November","member","electric_bike",5074,2022
"Thu","November","casual","classic_bike",1621,2022
"Thu","November","casual","docked_bike",271,2022
"Thu","November","casual","electric_bike",2603,2022
"Thu","November","member","classic_bike",4739,2022
"Thu","November","member","electric_bike",5042,2022
"Fri","November","casual","classic_bike",1226,2022
"Fri","November","casual","docked_bike",232,2022
"Fri","November","casual","electric_bike",2176,2022
"Fri","November","member","classic_bike",3560,2022
"Fri","November","member","electric_bike",4020,2022
"Sat","November","casual","classic_bike",990,2022
"Sat","November","casual","docked_bike",205,2022
"Sat","November","casual","electric_bike",1772,2022
"Sat","November","member","classic_bike",2258,2022
"Sat","November","member","electric_bike",2852,2022
"Sun","December","casual","classic_bike",403,2022
"Sun","December","casual","docked_bike",80,2022
"Sun","December","casual","electric_bike",852,2022
"Sun","December","member","classic_bike",1335,2022
"Sun","December","member","electric_bike",1694,2022
"Mon","December","casual","classic_bike",338,2022
"Mon","December","casual","docked_bike",39,2022
"Mon","December","casual","electric_bike",856,2022
"Mon","December","member","classic_bike",2157,2022
"Mon","December","member","electric_bike",2565,2022
"Tue","December","casual","classic_bike",381,2022
"Tue","December","casual","docked_bike",43,2022
"Tue","December","casual","electric_bike",1056,2022
"Tue","December","member","classic_bike",2451,2022
"Tue","December","member","electric_bike",3076,2022
"Wed","December","casual","classic_bike",373,2022
"Wed","December","casual","docked_bike",49,2022
"Wed","December","casual","electric_bike",998,2022
"Wed","December","member","classic_bike",2212,2022
"Wed","December","member","electric_bike",2828,2022
"Thu","December","casual","classic_bike",463,2022
"Thu","December","casual","docked_bike",67,2022
"Thu","December","casual","electric_bike",1105,2022
"Thu","December","member","classic_bike",2413,2022
"Thu","December","member","electric_bike",3006,2022
"Fri","December","casual","classic_bike",408,2022
"Fri","December","casual","docked_bike",69,2022
"Fri","December","casual","electric_bike",1194,2022
"Fri","December","member","classic_bike",1745,2022
"Fri","December","member","electric_bike",2187,2022
"Sat","December","casual","classic_bike",463,2022
"Sat","December","casual","docked_bike",81,2022
"Sat","December","casual","electric_bike",994,2022
"Sat","December","member","classic_bike",1456,2022
"Sat","December","member","electric_bike",1919,2022
"Sun","January","casual","classic_bike",464,2023
"Sun","January","casual","docked_bike",79,2023
"Sun","January","casual","electric_bike",732,2023
"Sun","January","member","classic_bike",1572,2023
"Sun","January","member","electric_bike",1626,2023
"Mon","January","casual","classic_bike",379,2023
"Mon","January","casual","docked_bike",57,2023
"Mon","January","casual","electric_bike",704,2023
"Mon","January","member","classic_bike",2332,2023
"Mon","January","member","electric_bike",2197,2023
"Tue","January","casual","classic_bike",484,2023
"Tue","January","casual","docked_bike",49,2023
"Tue","January","casual","electric_bike",848,2023
"Tue","January","member","classic_bike",3100,2023
"Tue","January","member","electric_bike",2776,2023
"Wed","January","casual","classic_bike",528,2023
"Wed","January","casual","docked_bike",52,2023
"Wed","January","casual","electric_bike",914,2023
"Wed","January","member","classic_bike",3216,2023
"Wed","January","member","electric_bike",2970,2023
"Thu","January","casual","classic_bike",406,2023
"Thu","January","casual","docked_bike",38,2023
"Thu","January","casual","electric_bike",812,2023
"Thu","January","member","classic_bike",2732,2023
"Thu","January","member","electric_bike",2929,2023
"Fri","January","casual","classic_bike",414,2023
"Fri","January","casual","docked_bike",50,2023
"Fri","January","casual","electric_bike",790,2023
"Fri","January","member","classic_bike",2512,2023
"Fri","January","member","electric_bike",2516,2023
"Sat","January","casual","classic_bike",471,2023
"Sat","January","casual","docked_bike",64,2023
"Sat","January","casual","electric_bike",719,2023
"Sat","January","member","classic_bike",1882,2023
"Sat","January","member","electric_bike",1813,2023
"Sun","February","casual","classic_bike",1028,2023
"Sun","February","casual","docked_bike",190,2023
"Sun","February","casual","electric_bike",1270,2023
"Sun","February","member","classic_bike",2602,2023
"Sun","February","member","electric_bike",2482,2023
"Mon","February","casual","classic_bike",596,2023
"Mon","February","casual","docked_bike",73,2023
"Mon","February","casual","electric_bike",1028,2023
"Mon","February","member","classic_bike",3087,2023
"Mon","February","member","electric_bike",3011,2023
"Tue","February","casual","classic_bike",554,2023
"Tue","February","casual","docked_bike",69,2023
"Tue","February","casual","electric_bike",1090,2023
"Tue","February","member","classic_bike",3622,2023
"Tue","February","member","electric_bike",3535,2023
"Wed","February","casual","classic_bike",395,2023
"Wed","February","casual","docked_bike",39,2023
"Wed","February","casual","electric_bike",710,2023
"Wed","February","member","classic_bike",2688,2023
"Wed","February","member","electric_bike",2616,2023
"Thu","February","casual","classic_bike",296,2023
"Thu","February","casual","docked_bike",28,2023
"Thu","February","casual","electric_bike",604,2023
"Thu","February","member","classic_bike",2242,2023
"Thu","February","member","electric_bike",2292,2023
"Fri","February","casual","classic_bike",370,2023
"Fri","February","casual","docked_bike",41,2023
"Fri","February","casual","electric_bike",652,2023
"Fri","February","member","classic_bike",2205,2023
"Fri","February","member","electric_bike",2123,2023
"Sat","February","casual","classic_bike",646,2023
"Sat","February","casual","docked_bike",107,2023
"Sat","February","casual","electric_bike",968,2023
"Sat","February","member","classic_bike",2141,2023
"Sat","February","member","electric_bike",2210,2023
"Sun","March","casual","classic_bike",611,2023
"Sun","March","casual","docked_bike",119,2023
"Sun","March","casual","electric_bike",1116,2023
"Sun","March","member","classic_bike",2003,2023
"Sun","March","member","electric_bike",2294,2023
"Mon","March","casual","classic_bike",488,2023
"Mon","March","casual","docked_bike",82,2023
"Mon","March","casual","electric_bike",1134,2023
"Mon","March","member","classic_bike",2850,2023
"Mon","March","member","electric_bike",3498,2023
"Tue","March","casual","classic_bike",744,2023
"Tue","March","casual","docked_bike",96,2023
"Tue","March","casual","electric_bike",1465,2023
"Tue","March","member","classic_bike",3690,2023
"Tue","March","member","electric_bike",4342,2023
"Wed","March","casual","classic_bike",731,2023
"Wed","March","casual","docked_bike",110,2023
"Wed","March","casual","electric_bike",1420,2023
"Wed","March","member","classic_bike",3629,2023
"Wed","March","member","electric_bike",4322,2023
"Thu","March","casual","classic_bike",613,2023
"Thu","March","casual","docked_bike",74,2023
"Thu","March","casual","electric_bike",1337,2023
"Thu","March","member","classic_bike",3164,2023
"Thu","March","member","electric_bike",4017,2023
"Fri","March","casual","classic_bike",553,2023
"Fri","March","casual","docked_bike",88,2023
"Fri","March","casual","electric_bike",1231,2023
"Fri","March","member","classic_bike",2440,2023
"Fri","March","member","electric_bike",3391,2023
"Sat","March","casual","classic_bike",649,2023
"Sat","March","casual","docked_bike",117,2023
"Sat","March","casual","electric_bike",1231,2023
"Sat","March","member","classic_bike",1824,2023
"Sat","March","member","electric_bike",2416,2023
"Sun","April","casual","classic_bike",1270,2023
"Sun","April","casual","docked_bike",268,2023
"Sun","April","casual","electric_bike",2215,2023
"Sun","April","member","classic_bike",2593,2023
"Sun","April","member","electric_bike",3317,2023
"Mon","April","casual","classic_bike",925,2023
"Mon","April","casual","docked_bike",174,2023
"Mon","April","casual","electric_bike",1931,2023
"Mon","April","member","classic_bike",3698,2023
"Mon","April","member","electric_bike",4782,2023
"Tue","April","casual","classic_bike",1219,2023
"Tue","April","casual","docked_bike",204,2023
"Tue","April","casual","electric_bike",2533,2023
"Tue","April","member","classic_bike",4408,2023
"Tue","April","member","electric_bike",5715,2023
"Wed","April","casual","classic_bike",1431,2023
"Wed","April","casual","docked_bike",231,2023
"Wed","April","casual","electric_bike",2930,2023
"Wed","April","member","classic_bike",4650,2023
"Wed","April","member","electric_bike",6119,2023
"Thu","April","casual","classic_bike",1887,2023
"Thu","April","casual","docked_bike",305,2023
"Thu","April","casual","electric_bike",3685,2023
"Thu","April","member","classic_bike",5242,2023
"Thu","April","member","electric_bike",6838,2023
"Fri","April","casual","classic_bike",2122,2023
"Fri","April","casual","docked_bike",392,2023
"Fri","April","casual","electric_bike",3967,2023
"Fri","April","member","classic_bike",4612,2023
"Fri","April","member","electric_bike",6284,2023
"Sat","April","casual","classic_bike",2443,2023
"Sat","April","casual","docked_bike",465,2023
"Sat","April","casual","electric_bike",3648,2023
"Sat","April","member","classic_bike",3487,2023
"Sat","April","member","electric_bike",4586,2023
"Sun","May","casual","classic_bike",4549,2023
"Sun","May","casual","docked_bike",725,2023
"Sun","May","casual","electric_bike",5257,2023
"Sun","May","member","classic_bike",5065,2023
"Sun","May","member","electric_bike",5246,2023
"Mon","May","casual","classic_bike",2345,2023
"Mon","May","casual","docked_bike",341,2023
"Mon","May","casual","electric_bike",3222,2023
"Mon","May","member","classic_bike",4743,2023
"Mon","May","member","electric_bike",5037,2023
"Tue","May","casual","classic_bike",2573,2023
"Tue","May","casual","docked_bike",331,2023
"Tue","May","casual","electric_bike",3772,2023
"Tue","May","member","classic_bike",6616,2023
"Tue","May","member","electric_bike",6920,2023
"Wed","May","casual","classic_bike",2315,2023
"Wed","May","casual","docked_bike",282,2023
"Wed","May","casual","electric_bike",3682,2023
"Wed","May","member","classic_bike",6410,2023
"Wed","May","member","electric_bike",7093,2023
"Thu","May","casual","classic_bike",2662,2023
"Thu","May","casual","docked_bike",317,2023
"Thu","May","casual","electric_bike",4088,2023
"Thu","May","member","classic_bike",6579,2023
"Thu","May","member","electric_bike",7343,2023
"Fri","May","casual","classic_bike",2654,2023
"Fri","May","casual","docked_bike",364,2023
"Fri","May","casual","electric_bike",4160,2023
"Fri","May","member","classic_bike",5296,2023
"Fri","May","member","electric_bike",6280,2023
"Sat","May","casual","classic_bike",4244,2023
"Sat","May","casual","docked_bike",674,2023
"Sat","May","casual","electric_bike",5272,2023
"Sat","May","member","classic_bike",5175,2023
"Sat","May","member","electric_bike",5656,2023
"Sun","June","casual","classic_bike",4235,2023
"Sun","June","casual","docked_bike",606,2023
"Sun","June","casual","electric_bike",5565,2023
"Sun","June","member","classic_bike",5024,2023
"Sun","June","member","electric_bike",5589,2023
"Mon","June","casual","classic_bike",2955,2023
"Mon","June","casual","docked_bike",405,2023
"Mon","June","casual","electric_bike",4707,2023
"Mon","June","member","classic_bike",6420,2023
"Mon","June","member","electric_bike",6834,2023
"Tue","June","casual","classic_bike",2176,2023
"Tue","June","casual","docked_bike",270,2023
"Tue","June","casual","electric_bike",3793,2023
"Tue","June","member","classic_bike",6017,2023
"Tue","June","member","electric_bike",6854,2023
"Wed","June","casual","classic_bike",3039,2023
"Wed","June","casual","docked_bike",366,2023
"Wed","June","casual","electric_bike",5032,2023
"Wed","June","member","classic_bike",6992,2023
"Wed","June","member","electric_bike",8280,2023
"Thu","June","casual","classic_bike",3106,2023
"Thu","June","casual","docked_bike",395,2023
"Thu","June","casual","electric_bike",5082,2023
"Thu","June","member","classic_bike",6935,2023
"Thu","June","member","electric_bike",7920,2023
"Fri","June","casual","classic_bike",4305,2023
"Fri","June","casual","docked_bike",562,2023
"Fri","June","casual","electric_bike",6418,2023
"Fri","June","member","classic_bike",6963,2023
"Fri","June","member","electric_bike",7985,2023
"Sat","June","casual","classic_bike",7480,2023
"Sat","June","casual","docked_bike",900,2023
"Sat","June","casual","electric_bike",8944,2023
"Sat","June","member","classic_bike",7413,2023
"Sat","June","member","electric_bike",7921,2023
"Sun","July","casual","classic_bike",5486,2023
"Sun","July","casual","docked_bike",747,2023
"Sun","July","casual","electric_bike",5660,2023
"Sun","July","member","classic_bike",5930,2023
"Sun","July","member","electric_bike",5543,2023
"Mon","July","casual","classic_bike",4113,2023
"Mon","July","casual","docked_bike",571,2023
"Mon","July","casual","electric_bike",5084,2023
"Mon","July","member","classic_bike",7611,2023
"Mon","July","member","electric_bike",7128,2023
"Tue","July","casual","classic_bike",4345,2023
"Tue","July","casual","docked_bike",561,2023
"Tue","July","casual","electric_bike",5403,2023
"Tue","July","member","classic_bike",7646,2023
"Tue","July","member","electric_bike",7469,2023
"Wed","July","casual","classic_bike",2748,2023
"Wed","July","casual","docked_bike",304,2023
"Wed","July","casual","electric_bike",3948,2023
"Wed","July","member","classic_bike",6624,2023
"Wed","July","member","electric_bike",6848,2023
"Thu","July","casual","classic_bike",3979,2023
"Thu","July","casual","docked_bike",499,2023
"Thu","July","casual","electric_bike",5212,2023
"Thu","July","member","classic_bike",8122,2023
"Thu","July","member","electric_bike",8219,2023
"Fri","July","casual","classic_bike",4533,2023
"Fri","July","casual","docked_bike",560,2023
"Fri","July","casual","electric_bike",6037,2023
"Fri","July","member","classic_bike",7241,2023
"Fri","July","member","electric_bike",7635,2023
"Sat","July","casual","classic_bike",6493,2023
"Sat","July","casual","docked_bike",827,2023
"Sat","July","casual","electric_bike",6788,2023
"Sat","July","member","classic_bike",6603,2023
"Sat","July","member","electric_bike",6600,2023
"Sun","August","casual","classic_bike",5874,2023
"Sun","August","casual","docked_bike",726,2023
"Sun","August","casual","electric_bike",4990,2023
"Sun","August","member","classic_bike",6700,2023
"Sun","August","member","electric_bike",5452,2023
"Mon","August","casual","classic_bike",3009,2023
"Mon","August","casual","docked_bike",339,2023
"Mon","August","casual","electric_bike",3290,2023
"Mon","August","member","classic_bike",7082,2023
"Mon","August","member","electric_bike",5743,2023
"Tue","August","casual","classic_bike",3854,2023
"Tue","August","casual","docked_bike",398,2023
"Tue","August","casual","electric_bike",4172,2023
"Tue","August","member","classic_bike",9027,2023
"Tue","August","member","electric_bike",7531,2023
"Wed","August","casual","classic_bike",4205,2023
"Wed","August","casual","docked_bike",388,2023
"Wed","August","casual","electric_bike",4568,2023
"Wed","August","member","classic_bike",8839,2023
"Wed","August","member","electric_bike",7690,2023
"Thu","August","casual","classic_bike",4178,2023
"Thu","August","casual","docked_bike",454,2023
"Thu","August","casual","electric_bike",4429,2023
"Thu","August","member","classic_bike",8202,2023
"Thu","August","member","electric_bike",7295,2023
"Fri","August","casual","classic_bike",5804,2023
"Fri","August","casual","docked_bike",643,2023
"Fri","August","casual","electric_bike",5909,2023
"Fri","August","member","classic_bike",8432,2023
"Fri","August","member","electric_bike",7537,2023
"Sat","August","casual","classic_bike",7164,2023
"Sat","August","casual","docked_bike",844,2023
"Sat","August","casual","electric_bike",5994,2023
"Sat","August","member","classic_bike",7293,2023
"Sat","August","member","electric_bike",6173,2023
"Sun","September","casual","classic_bike",6108,2023
"Sun","September","casual","electric_bike",4992,2023
"Sun","September","member","classic_bike",6136,2023
"Sun","September","member","electric_bike",5190,2023
"Mon","September","casual","classic_bike",3342,2023
"Mon","September","casual","electric_bike",3187,2023
"Mon","September","member","classic_bike",5908,2023
"Mon","September","member","electric_bike",4979,2023
"Tue","September","casual","classic_bike",2646,2023
"Tue","September","casual","electric_bike",3072,2023
"Tue","September","member","classic_bike",7170,2023
"Tue","September","member","electric_bike",6097,2023
"Wed","September","casual","classic_bike",2959,2023
"Wed","September","casual","electric_bike",3586,2023
"Wed","September","member","classic_bike",8077,2023
"Wed","September","member","electric_bike",7128,2023
"Thu","September","casual","classic_bike",3213,2023
"Thu","September","casual","electric_bike",3831,2023
"Thu","September","member","classic_bike",8094,2023
"Thu","September","member","electric_bike",7398,2023
"Fri","September","casual","classic_bike",4326,2023
"Fri","September","casual","electric_bike",4771,2023
"Fri","September","member","classic_bike",7307,2023
"Fri","September","member","electric_bike",6822,2023
"Sat","September","casual","classic_bike",7507,2023
"Sat","September","casual","electric_bike",6175,2023
"Sat","September","member","classic_bike",7413,2023
"Sat","September","member","electric_bike",6466,2023
"Sun","October","casual","classic_bike",3938,2023
"Sun","October","casual","electric_bike",3678,2023
"Sun","October","member","classic_bike",4934,2023
"Sun","October","member","electric_bike",4455,2023
"Mon","October","casual","classic_bike",2216,2023
"Mon","October","casual","electric_bike",2585,2023
"Mon","October","member","classic_bike",6326,2023
"Mon","October","member","electric_bike",5510,2023
"Tue","October","casual","classic_bike",2449,2023
"Tue","October","casual","electric_bike",2918,2023
"Tue","October","member","classic_bike",7106,2023
"Tue","October","member","electric_bike",6603,2023
"Wed","October","casual","classic_bike",2488,2023
"Wed","October","casual","electric_bike",3274,2023
"Wed","October","member","classic_bike",7104,2023
"Wed","October","member","electric_bike",6908,2023
"Thu","October","casual","classic_bike",2084,2023
"Thu","October","casual","electric_bike",2820,2023
"Thu","October","member","classic_bike",6358,2023
"Thu","October","member","electric_bike",6212,2023
"Fri","October","casual","classic_bike",2299,2023
"Fri","October","casual","electric_bike",2822,2023
"Fri","October","member","classic_bike",5337,2023
"Fri","October","member","electric_bike",5498,2023
"Sat","October","casual","classic_bike",3167,2023
"Sat","October","casual","electric_bike",3084,2023
"Sat","October","member","classic_bike",4543,2023
"Sat","October","member","electric_bike",4384,2023
"Sun","November","casual","classic_bike",1674,2023
"Sun","November","casual","electric_bike",1755,2023
"Sun","November","member","classic_bike",3357,2023
"Sun","November","member","electric_bike",3020,2023
"Mon","November","casual","classic_bike",1124,2023
"Mon","November","casual","electric_bike",1636,2023
"Mon","November","member","classic_bike",4692,2023
"Mon","November","member","electric_bike",4556,2023
"Tue","November","casual","classic_bike",1039,2023
"Tue","November","casual","electric_bike",1636,2023
"Tue","November","member","classic_bike",4871,2023
"Tue","November","member","electric_bike",4789,2023
"Wed","November","casual","classic_bike",1059,2023
"Wed","November","casual","electric_bike",1697,2023
"Wed","November","member","classic_bike",4764,2023
"Wed","November","member","electric_bike",4815,2023
"Thu","November","casual","classic_bike",1499,2023
"Thu","November","casual","electric_bike",2103,2023
"Thu","November","member","classic_bike",5123,2023
"Thu","November","member","electric_bike",5075,2023
"Fri","November","casual","classic_bike",1361,2023
"Fri","November","casual","electric_bike",1844,2023
"Fri","November","member","classic_bike",4205,2023
"Fri","November","member","electric_bike",4225,2023
"Sat","November","casual","classic_bike",2242,2023
"Sat","November","casual","electric_bike",2341,2023
"Sat","November","member","classic_bike",3919,2023
"Sat","November","member","electric_bike",3676,2023
"Sun","December","casual","classic_bike",628,2023
"Sun","December","casual","electric_bike",867,2023
"Sun","December","member","classic_bike",1786,2023
"Sun","December","member","electric_bike",1888,2023
"Mon","December","casual","classic_bike",491,2023
"Mon","December","casual","electric_bike",770,2023
"Mon","December","member","classic_bike",2714,2023
"Mon","December","member","electric_bike",2685,2023
"Tue","December","casual","classic_bike",490,2023
"Tue","December","casual","electric_bike",840,2023
"Tue","December","member","classic_bike",2826,2023
"Tue","December","member","electric_bike",3040,2023
"Wed","December","casual","classic_bike",681,2023
"Wed","December","casual","electric_bike",1064,2023
"Wed","December","member","classic_bike",3388,2023
"Wed","December","member","electric_bike",3558,2023
"Thu","December","casual","classic_bike",714,2023
"Thu","December","casual","electric_bike",1195,2023
"Thu","December","member","classic_bike",3471,2023
"Thu","December","member","electric_bike",3664,2023
"Fri","December","casual","classic_bike",725,2023
"Fri","December","casual","electric_bike",1177,2023
"Fri","December","member","classic_bike",2811,2023
"Fri","December","member","electric_bike",3054,2023
"Sat","December","casual","classic_bike",839,2023
"Sat","December","casual","electric_bike",1101,2023
"Sat","December","member","classic_bike",2308,2023
"Sat","December","member","electric_bike",2356,2023
"Sun","January","casual","classic_bike",270,2024
"Sun","January","casual","electric_bike",323,2024
"Sun","January","member","classic_bike",1282,2024
"Sun","January","member","electric_bike",977,2024
"Mon","January","casual","classic_bike",337,2024
"Mon","January","casual","electric_bike",592,2024
"Mon","January","member","classic_bike",2193,2024
"Mon","January","member","electric_bike",1763,2024
"Tue","January","casual","classic_bike",309,2024
"Tue","January","casual","electric_bike",374,2024
"Tue","January","member","classic_bike",2174,2024
"Tue","January","member","electric_bike",1611,2024
"Wed","January","casual","classic_bike",400,2024
"Wed","January","casual","electric_bike",517,2024
"Wed","January","member","classic_bike",3002,2024
"Wed","January","member","electric_bike",2302,2024
"Thu","January","casual","classic_bike",431,2024
"Thu","January","casual","electric_bike",669,2024
"Thu","January","member","classic_bike",2966,2024
"Thu","January","member","electric_bike",2705,2024
"Fri","January","casual","classic_bike",315,2024
"Fri","January","casual","electric_bike",462,2024
"Fri","January","member","classic_bike",1771,2024
"Fri","January","member","electric_bike",1668,2024
"Sat","January","casual","classic_bike",288,2024
"Sat","January","casual","electric_bike",342,2024
"Sat","January","member","classic_bike",1288,2024
"Sat","January","member","electric_bike",1139,2024
"Sun","February","casual","classic_bike",1143,2024
"Sun","February","casual","electric_bike",634,2024
"Sun","February","member","classic_bike",2770,2024
"Sun","February","member","electric_bike",1481,2024
"Mon","February","casual","classic_bike",917,2024
"Mon","February","casual","electric_bike",680,2024
"Mon","February","member","classic_bike",4134,2024
"Mon","February","member","electric_bike",2301,2024
"Tue","February","casual","classic_bike",1076,2024
"Tue","February","casual","electric_bike",822,2024
"Tue","February","member","classic_bike",4868,2024
"Tue","February","member","electric_bike",2952,2024
"Wed","February","casual","classic_bike",860,2024
"Wed","February","casual","electric_bike",753,2024
"Wed","February","member","classic_bike",4412,2024
"Wed","February","member","electric_bike",2851,2024
"Thu","February","casual","classic_bike",907,2024
"Thu","February","casual","electric_bike",707,2024
"Thu","February","member","classic_bike",4580,2024
"Thu","February","member","electric_bike",2573,2024
"Fri","February","casual","classic_bike",1000,2024
"Fri","February","casual","electric_bike",611,2024
"Fri","February","member","classic_bike",3859,2024
"Fri","February","member","electric_bike",1852,2024
"Sat","February","casual","classic_bike",823,2024
"Sat","February","casual","electric_bike",454,2024
"Sat","February","member","classic_bike",2359,2024
"Sat","February","member","electric_bike",1222,2024
"Sun","March","casual","classic_bike",1616,2024
"Sun","March","casual","electric_bike",1354,2024
"Sun","March","member","classic_bike",2713,2024
"Sun","March","member","electric_bike",2515,2024
"Mon","March","casual","classic_bike",1265,2024
"Mon","March","casual","electric_bike",1319,2024
"Mon","March","member","classic_bike",4271,2024
"Mon","March","member","electric_bike",3942,2024
"Tue","March","casual","classic_bike",1114,2024
"Tue","March","casual","electric_bike",1360,2024
"Tue","March","member","classic_bike",4347,2024
"Tue","March","member","electric_bike",4338,2024
"Wed","March","casual","classic_bike",949,2024
"Wed","March","casual","electric_bike",1305,2024
